episode,timestep,return,ep_length,epsilon
1,1000,-1000.0,1000,0.981
2,2000,-1000.0,1000,0.962
3,3000,-1000.0,1000,0.9430000000000001
4,4000,-1000.0,1000,0.924
5,5000,-1000.0,1000,0.905
6,6000,-1000.0,1000,0.886
7,7000,-1000.0,1000,0.867
8,8000,-1000.0,1000,0.848
9,9000,-1000.0,1000,0.829
10,10000,-1000.0,1000,0.81
11,11000,-1000.0,1000,0.791
12,11831,-831.0,831,0.775211
13,12831,-1000.0,1000,0.756211
14,13713,-882.0,882,0.739453
15,14713,-1000.0,1000,0.720453
16,15511,-798.0,798,0.705291
17,16061,-550.0,550,0.694841
18,16777,-716.0,716,0.6812370000000001
19,17351,-574.0,574,0.670331
20,17913,-562.0,562,0.659653
21,18590,-677.0,677,0.64679
22,19165,-575.0,575,0.6358650000000001
23,19570,-405.0,405,0.62817
24,19940,-370.0,370,0.62114
25,20261,-321.0,321,0.615041
26,20666,-405.0,405,0.6073459999999999
27,21337,-671.0,671,0.594597
28,21836,-499.0,499,0.585116
29,22350,-514.0,514,0.57535
30,22994,-644.0,644,0.563114
31,23687,-693.0,693,0.549947
32,24380,-693.0,693,0.53678
33,24729,-349.0,349,0.530149
34,25200,-471.0,471,0.5212
35,25769,-569.0,569,0.5103890000000001
36,26592,-823.0,823,0.4947520000000001
37,26823,-231.0,231,0.490363
38,27823,-1000.0,1000,0.4713630000000001
39,28152,-329.0,329,0.4651120000000001
40,28933,-781.0,781,0.45027300000000003
41,29689,-756.0,756,0.4359090000000001
42,29932,-243.0,243,0.4312920000000001
43,30644,-712.0,712,0.417764
44,30960,-316.0,316,0.41176
45,31196,-236.0,236,0.40727599999999997
46,31461,-265.0,265,0.40224100000000007
47,31989,-528.0,528,0.39220900000000003
48,32399,-410.0,410,0.38441900000000007
49,32660,-261.0,261,0.37946
50,32835,-175.0,175,0.3761350000000001
51,33239,-404.0,404,0.368459
52,33414,-175.0,175,0.36513400000000007
53,33580,-166.0,166,0.3619800000000001
54,33737,-157.0,157,0.358997
55,33917,-180.0,180,0.35557700000000003
56,34232,-315.0,315,0.349592
57,34390,-158.0,158,0.34659000000000006
58,34631,-241.0,241,0.34201100000000006
59,34871,-240.0,240,0.33745099999999995
60,35038,-167.0,167,0.33427799999999996
61,35205,-167.0,167,0.3311050000000001
62,35442,-237.0,237,0.32660200000000006
63,35608,-166.0,166,0.32344800000000007
64,35760,-152.0,152,0.32056000000000007
65,35917,-157.0,157,0.317577
66,36148,-231.0,231,0.313188
67,36367,-219.0,219,0.30902700000000005
68,36637,-270.0,270,0.3038970000000001
69,36801,-164.0,164,0.3007810000000001
70,36966,-165.0,165,0.2976460000000001
71,37128,-162.0,162,0.29456800000000005
72,37281,-153.0,153,0.29166100000000006
73,37439,-158.0,158,0.288659
74,37597,-158.0,158,0.28565699999999994
75,37746,-149.0,149,0.282826
76,37908,-162.0,162,0.2797480000000001
77,38238,-330.0,330,0.273478
78,38397,-159.0,159,0.27045700000000006
79,38563,-166.0,166,0.26730300000000007
