episode,timestep,return,ep_length,epsilon
1,1000,-1000.0,1000,0.981
2,2000,-1000.0,1000,0.962
3,3000,-1000.0,1000,0.9430000000000001
4,4000,-1000.0,1000,0.924
5,5000,-1000.0,1000,0.905
6,6000,-1000.0,1000,0.886
7,7000,-1000.0,1000,0.867
8,8000,-1000.0,1000,0.848
9,9000,-1000.0,1000,0.829
10,9923,-923.0,923,0.811463
11,10923,-1000.0,1000,0.792463
12,11923,-1000.0,1000,0.773463
13,12686,-763.0,763,0.758966
14,13442,-756.0,756,0.744602
15,14290,-848.0,848,0.7284900000000001
16,14958,-668.0,668,0.715798
17,15695,-737.0,737,0.701795
18,15996,-301.0,301,0.696076
19,16491,-495.0,495,0.686671
20,17149,-658.0,658,0.674169
21,17437,-288.0,288,0.6686970000000001
22,18142,-705.0,705,0.655302
23,18601,-459.0,459,0.6465810000000001
24,19055,-454.0,454,0.637955
25,19459,-404.0,404,0.630279
26,19757,-298.0,298,0.624617
27,20348,-591.0,591,0.613388
28,20829,-481.0,481,0.604249
29,21476,-647.0,647,0.5919559999999999
30,22096,-620.0,620,0.580176
31,22626,-530.0,530,0.570106
32,23018,-392.0,392,0.5626580000000001
33,23634,-616.0,616,0.550954
34,24003,-369.0,369,0.5439430000000001
35,24368,-365.0,365,0.5370079999999999
36,25083,-715.0,715,0.523423
37,25685,-602.0,602,0.5119849999999999
38,26248,-563.0,563,0.5012880000000001
39,26501,-253.0,253,0.49648099999999995
40,27002,-501.0,501,0.486962
41,27424,-422.0,422,0.47894400000000004
42,27819,-395.0,395,0.47143900000000005
43,28307,-488.0,488,0.462167
44,28774,-467.0,467,0.4532940000000001
45,29072,-298.0,298,0.44763200000000003
46,29320,-248.0,248,0.44292
47,29573,-253.0,253,0.4381130000000001
48,30046,-473.0,473,0.429126
49,30314,-268.0,268,0.424034
50,30564,-250.0,250,0.419284
51,30825,-261.0,261,0.41432499999999994
52,31094,-269.0,269,0.4092140000000001
53,31335,-241.0,241,0.40463499999999997
54,31759,-424.0,424,0.396579
55,32008,-249.0,249,0.3918480000000001
56,32224,-216.0,216,0.387744
57,32471,-247.0,247,0.38305100000000003
58,32714,-243.0,243,0.37843400000000005
59,32877,-163.0,163,0.37533700000000003
60,33205,-328.0,328,0.369105
61,33471,-266.0,266,0.364051
62,33638,-167.0,167,0.36087800000000003
63,33802,-164.0,164,0.357762
64,33971,-169.0,169,0.35455100000000006
65,34135,-164.0,164,0.35143500000000005
66,34311,-176.0,176,0.34809099999999993
67,34471,-160.0,160,0.345051
68,34702,-231.0,231,0.340662
69,34861,-159.0,159,0.3376410000000001
70,35015,-154.0,154,0.334715
71,35193,-178.0,178,0.331333
72,35365,-172.0,172,0.32806499999999994
73,35534,-169.0,169,0.3248540000000001
74,35701,-167.0,167,0.321681
75,35923,-222.0,222,0.31746300000000005
76,36087,-164.0,164,0.31434699999999993
77,36274,-187.0,187,0.310794
78,36445,-171.0,171,0.30754500000000007
79,36609,-164.0,164,0.30442899999999995
