episode,timestep,return,ep_length,epsilon
1,1000,-1000.0,1000,0.981
2,2000,-1000.0,1000,0.962
3,3000,-1000.0,1000,0.9430000000000001
4,4000,-1000.0,1000,0.924
5,5000,-1000.0,1000,0.905
6,6000,-1000.0,1000,0.886
7,7000,-1000.0,1000,0.867
8,8000,-1000.0,1000,0.848
9,9000,-1000.0,1000,0.829
10,10000,-1000.0,1000,0.81
11,11000,-1000.0,1000,0.791
12,12000,-1000.0,1000,0.772
13,13000,-1000.0,1000,0.753
14,14000,-1000.0,1000,0.734
15,15000,-1000.0,1000,0.7150000000000001
16,16000,-1000.0,1000,0.696
17,17000,-1000.0,1000,0.677
18,18000,-1000.0,1000,0.658
19,19000,-1000.0,1000,0.639
20,20000,-1000.0,1000,0.62
21,21000,-1000.0,1000,0.601
22,22000,-1000.0,1000,0.5820000000000001
23,23000,-1000.0,1000,0.563
24,24000,-1000.0,1000,0.544
25,25000,-1000.0,1000,0.525
26,26000,-1000.0,1000,0.506
27,27000,-1000.0,1000,0.487
28,28000,-1000.0,1000,0.46799999999999997
29,29000,-1000.0,1000,0.44900000000000007
30,30000,-1000.0,1000,0.43000000000000005
31,31000,-1000.0,1000,0.41100000000000003
32,32000,-1000.0,1000,0.392
33,33000,-1000.0,1000,0.373
34,34000,-1000.0,1000,0.354
35,34860,-860.0,860,0.33765999999999996
36,35860,-1000.0,1000,0.31866000000000005
37,36860,-1000.0,1000,0.29966000000000004
38,37860,-1000.0,1000,0.28066
39,38809,-949.0,949,0.262629
40,39809,-1000.0,1000,0.24362899999999998
41,40427,-618.0,618,0.23188699999999995
42,41282,-855.0,855,0.215642
43,41949,-667.0,667,0.20296900000000007
44,42949,-1000.0,1000,0.18396900000000005
45,43465,-516.0,516,0.17416500000000013
46,43966,-501.0,501,0.16464600000000007
47,44356,-390.0,390,0.15723600000000004
48,45092,-736.0,736,0.14325200000000005
49,45940,-848.0,848,0.12714000000000014
50,46354,-414.0,414,0.11927399999999999
51,46731,-377.0,377,0.11211100000000007
52,47097,-366.0,366,0.10515700000000006
53,47608,-511.0,511,0.09544800000000009
54,48306,-698.0,698,0.08218600000000009
55,48867,-561.0,561,0.07152700000000001
56,49064,-197.0,197,0.06778399999999996
57,49501,-437.0,437,0.059481000000000006
58,49822,-321.0,321,0.05338200000000004
59,50011,-189.0,189,0.050000000000000044
60,50263,-252.0,252,0.050000000000000044
61,50518,-255.0,255,0.050000000000000044
62,50774,-256.0,256,0.050000000000000044
63,50951,-177.0,177,0.050000000000000044
64,51345,-394.0,394,0.050000000000000044
65,51653,-308.0,308,0.050000000000000044
66,52032,-379.0,379,0.050000000000000044
67,52513,-481.0,481,0.050000000000000044
68,52959,-446.0,446,0.050000000000000044
69,53307,-348.0,348,0.050000000000000044
70,53609,-302.0,302,0.050000000000000044
71,53970,-361.0,361,0.050000000000000044
72,54331,-361.0,361,0.050000000000000044
73,54592,-261.0,261,0.050000000000000044
74,54763,-171.0,171,0.050000000000000044
75,55055,-292.0,292,0.050000000000000044
