episode,timestep,return,ep_length,epsilon
1,1000,-1000.0,1000,0.981
2,2000,-1000.0,1000,0.962
3,3000,-1000.0,1000,0.9430000000000001
4,4000,-1000.0,1000,0.924
5,5000,-1000.0,1000,0.905
6,6000,-1000.0,1000,0.886
7,7000,-1000.0,1000,0.867
8,8000,-1000.0,1000,0.848
9,9000,-1000.0,1000,0.829
10,10000,-1000.0,1000,0.81
11,11000,-1000.0,1000,0.791
12,12000,-1000.0,1000,0.772
13,13000,-1000.0,1000,0.753
14,13854,-854.0,854,0.736774
15,14459,-605.0,605,0.725279
16,15027,-568.0,568,0.7144870000000001
17,15462,-435.0,435,0.706222
18,16020,-558.0,558,0.69562
19,16274,-254.0,254,0.690794
20,16905,-631.0,631,0.678805
21,17424,-519.0,519,0.668944
22,17805,-381.0,381,0.661705
23,18121,-316.0,316,0.655701
24,18562,-441.0,441,0.647322
25,19105,-543.0,543,0.637005
26,19544,-439.0,439,0.628664
27,19993,-449.0,449,0.620133
28,20243,-250.0,250,0.615383
29,20510,-267.0,267,0.61031
30,21027,-517.0,517,0.600487
31,21364,-337.0,337,0.5940840000000001
32,21741,-377.0,377,0.586921
33,22242,-501.0,501,0.577402
34,22587,-345.0,345,0.5708470000000001
35,22898,-311.0,311,0.564938
36,23310,-412.0,412,0.55711
37,23694,-384.0,384,0.549814
38,23979,-285.0,285,0.5443990000000001
39,24394,-415.0,415,0.536514
40,24956,-562.0,562,0.525836
41,25388,-432.0,432,0.517628
42,25876,-488.0,488,0.508356
43,26386,-510.0,510,0.49866600000000005
44,27071,-685.0,685,0.48565100000000005
45,27395,-324.0,324,0.479495
46,27679,-284.0,284,0.47409900000000005
47,28036,-357.0,357,0.46731600000000006
48,28376,-340.0,340,0.46085600000000004
49,28633,-257.0,257,0.4559730000000001
50,28881,-248.0,248,0.451261
51,29219,-338.0,338,0.444839
52,29634,-415.0,415,0.43695400000000006
53,30093,-459.0,459,0.4282330000000001
54,30411,-318.0,318,0.4221910000000001
55,30742,-331.0,331,0.415902
56,31074,-332.0,332,0.409594
57,31235,-161.0,161,0.406535
58,31546,-311.0,311,0.40062600000000004
59,31793,-247.0,247,0.3959330000000001
60,32064,-271.0,271,0.390784
61,32324,-260.0,260,0.38584399999999996
62,32495,-171.0,171,0.382595
63,32741,-246.0,246,0.37792100000000006
64,32907,-166.0,166,0.3747670000000001
65,33101,-194.0,194,0.371081
66,33339,-238.0,238,0.36655899999999997
67,33542,-203.0,203,0.3627020000000001
68,33770,-228.0,228,0.3583700000000001
69,33927,-157.0,157,0.355387
70,34063,-136.0,136,0.3528030000000001
71,34265,-202.0,202,0.34896499999999997
72,34430,-165.0,165,0.3458300000000001
73,34642,-212.0,212,0.34180200000000005
74,34849,-207.0,207,0.337869
75,35013,-164.0,164,0.3347530000000001
76,35174,-161.0,161,0.33169400000000004
77,35341,-167.0,167,0.32852100000000006
78,35581,-240.0,240,0.32396100000000005
79,35810,-229.0,229,0.31961000000000006
80,36042,-232.0,232,0.315202
