episode,mean,ci_lower,ci_upper,std
0,-2000.0,-2000.0,-2000.0,0.0
1,-2000.0,-2000.0,-2000.0,0.0
2,-1966.4,-2030.0229404664701,-1902.77705953353,125.71968819560443
3,-2000.0,-2000.0,-2000.0,0.0
4,-1929.3333333333333,-2063.1434859017027,-1795.5231807649636,264.41045533202515
5,-1956.9333333333334,-2038.4817848042455,-1875.3848818624213,161.1407114570644
6,-1963.3333333333333,-2011.7603344579736,-1914.906332208693,95.69233105229604
7,-1977.2,-2016.374816799685,-1938.025183200315,77.40990462036065
8,-1712.8666666666666,-1905.4736652007955,-1520.2596681325376,380.59372330901914
9,-1404.6,-1606.5685548171627,-1202.631445182837,399.0922700328835
10,-1408.0666666666666,-1622.09607139927,-1194.0372619340633,422.9246531265613
11,-1436.6666666666667,-1683.0452183931002,-1190.2881149402333,486.8469529077445
12,-1321.6666666666667,-1575.1459001806072,-1068.1874331527263,500.8779846984249
13,-1183.6666666666667,-1420.9302534719404,-946.4030798613929,468.83567365217516
14,-1208.8,-1460.9063717422998,-956.6936282577002,498.16519348505267
15,-929.0,-1126.7613991680098,-731.2386008319902,390.7788803573363
16,-1061.0666666666666,-1257.8831542313615,-864.2501791019718,388.9117237740319
17,-842.8,-1020.8062940689957,-664.7937059310042,351.74255737210234
18,-993.5333333333333,-1178.674201257953,-808.3924654087136,365.8405602930812
19,-678.6666666666666,-803.7059507005401,-553.6273826327931,247.07911463514856
20,-722.6,-842.6032024343054,-602.5967975656946,237.12775740797056
21,-733.2,-898.2593828958402,-568.1406171041599,326.15930667901125
22,-684.4666666666667,-826.9695391643946,-541.9637941689388,281.58737345429546
23,-781.2,-994.0469919108821,-568.353008089118,420.5881913067302
24,-593.4,-738.3740395359727,-448.4259604640273,286.470428956754
25,-680.2,-865.8776735629067,-494.5223264370934,366.9012946284055
26,-792.0,-1028.4798098931728,-555.5201901068273,467.2869211380377
27,-732.6666666666666,-950.2806662381131,-515.0526670952202,430.00785522540815
28,-665.6666666666666,-873.5500374444322,-457.7832958889011,410.780016824361
29,-686.0,-884.7033182119625,-487.2966817880375,392.64012360769584
30,-660.9333333333333,-854.2593776452771,-467.6072890213894,382.0145663307734
31,-728.8666666666667,-931.9496446543009,-525.7836886790325,401.2943834919973
32,-690.6,-917.6339105220482,-463.56608947795195,448.6217114674679
33,-651.8,-862.2582251906539,-441.341774809346,415.8679598141699
34,-670.5333333333333,-891.7364372815508,-449.3302293851158,437.0999682249156
35,-859.5333333333333,-1141.9777203987703,-577.0889462678963,558.1134731296933
36,-759.8666666666667,-971.2687664982786,-548.4645668350547,417.7330673475055
37,-723.6666666666666,-1003.9880972227998,-443.34523611053345,553.918485780073
38,-805.2,-1096.074108000466,-514.3258919995342,574.770702106501
39,-936.0666666666667,-1272.83740654037,-599.2959267929635,665.4629933779605
40,-833.6666666666666,-1118.150937267449,-549.1823960658842,562.1443072932627
41,-714.9333333333333,-933.2093672261324,-496.65729944053425,431.3160429301104
42,-854.4,-1159.1070910436229,-549.6929089563771,602.1048413690094
43,-776.2666666666667,-1028.4444956885548,-524.0888376447787,498.3063939206703
44,-852.6,-1165.461069657728,-539.7389303422719,618.217200235214
45,-821.3333333333334,-1127.138709643411,-515.5279570232558,604.2750661375625
46,-781.5333333333333,-1099.090803239514,-463.9758634271528,627.4973430665308
47,-711.6,-984.1475390635549,-439.05246093644513,538.5571835933488
48,-693.4666666666667,-971.2744400254194,-415.65889330791396,548.9514692170479
49,-882.0,-1210.1467982175727,-553.8532017824273,648.4219819428291
50,-643.8,-886.7969464375129,-400.803053562487,480.16486057742014
51,-491.2,-599.062495985295,-383.337504014705,213.13757685276116
52,-555.0666666666667,-765.6057001539233,-344.52763317941015,416.0276379707911
53,-550.7333333333333,-787.5742608315015,-313.89240583516516,468.0004938268999
54,-594.8666666666667,-821.806482942782,-367.9268503905513,448.4357801167173
55,-521.2,-735.044868621469,-307.35513137853104,422.560007572889
56,-494.1333333333333,-703.9865113451501,-284.28015532151653,414.6723793818709
57,-435.0,-510.84566898643584,-359.15433101356416,149.87194534001353
58,-440.8666666666667,-659.2136667923417,-222.51966654099175,431.45627305157535
59,-436.26666666666665,-556.7559958298443,-315.7773375034889,238.08834961463825
60,-466.26666666666665,-609.9394608669038,-322.5938724664295,283.89915267377756
61,-470.73333333333335,-603.3706803362434,-338.09598633042333,262.09297756500246
62,-421.2,-498.7958034329177,-343.6041965670823,153.33023185269107
63,-364.0,-504.5972118958583,-223.40278810414165,277.8217654060483
64,-471.2,-592.3397974837336,-350.0602025162663,239.3736827639998
65,-496.1333333333333,-713.079107264397,-279.1875594022697,428.68743340055534
66,-494.53333333333336,-740.7601567730528,-248.30650989361385,486.54713600591214
67,-530.8,-824.8670795178843,-236.7329204821155,581.0800518574586
68,-660.8666666666667,-1003.0862272607607,-318.6471060725727,676.2299280241562
69,-699.5333333333333,-1037.6577105200151,-361.4089561466515,668.1377968320274
70,-756.8,-1090.8189244129073,-422.7810755870926,660.0253732496451
71,-636.2,-986.6116628439565,-285.78833715604355,692.4176196487203
72,-623.4666666666667,-916.8206882126731,-330.11264512066026,579.6710408115586
73,-634.9333333333333,-983.7606450768271,-286.1060215898395,689.2869230024767
74,-427.46666666666664,-642.593916389278,-212.33941694405527,425.09400790361127
75,-521.2,-782.8876701807371,-259.512329819263,517.0979533254152
76,-295.73333333333335,-359.2207872363013,-232.2458794303654,125.45196513229897
77,-391.26666666666665,-485.106344412948,-297.4269889203853,185.42832098205017
78,-254.86666666666667,-285.082534019458,-224.65079931387532,59.706913800292476
79,-324.46666666666664,-385.75445020097425,-263.17888313235903,121.1053902828258
80,-296.93333333333334,-340.4912059828114,-253.3754606838553,86.07087518757757
81,-262.53333333333336,-321.55761354912755,-203.50905311753917,116.63268076410755
82,-435.4,-594.6867720553788,-276.11322794462114,314.75255889878537
83,-319.26666666666665,-385.86398563483647,-252.66934769849686,131.5970955437678
84,-358.8666666666667,-584.5066903146922,-133.22664301864125,445.86737440135215
85,-417.8666666666667,-640.9665113996505,-194.7668219336829,440.84795060831976
86,-377.3333333333333,-600.3430690344491,-154.3235976322176,440.66989408803
87,-367.26666666666665,-591.6270383536603,-142.90629497967305,443.3387668839961
88,-360.6666666666667,-585.5091604492486,-135.82417288408482,444.291445887594
89,-349.53333333333336,-547.7675319343633,-151.29913473230337,391.7131376686545
90,-238.33333333333334,-281.8877564297223,-194.7789102369444,86.06405882958474
91,-307.73333333333335,-418.48047801272014,-196.98618865394653,218.83767703229006
92,-332.46666666666664,-512.0604651586257,-152.87286817470766,354.8794850211672
93,-308.6,-390.8788815826327,-226.32111841736736,162.5840500582186
94,-218.13333333333333,-284.18345710050926,-152.0832095661574,130.51583130878117
95,-243.46666666666667,-340.34167964899314,-146.5916536843402,191.42617956335602
96,-251.33333333333334,-322.0643639126683,-180.6023027539984,139.76535892543458
97,-223.86666666666667,-281.63163990490864,-166.10169342842468,114.14427517644305
98,-301.2,-393.9323206999587,-208.46767930004123,183.24017026842122
99,-235.26666666666668,-280.98897289280796,-189.5443604405254,90.34782171634737
100,-240.33333333333334,-305.21105491729406,-175.45561174937262,128.19915062987826
101,-296.1333333333333,-376.75368542532703,-215.5129812413396,159.30677602942347
102,-235.6,-274.6244263654901,-196.57557363450994,77.11273133104115
103,-265.1333333333333,-342.31517390259717,-187.95149276406949,152.51223630326265
104,-267.46666666666664,-334.55019184977397,-200.3831414835593,132.55784481584718
105,-353.6666666666667,-578.9952368622155,-128.3380964711179,445.2519386694334
106,-214.46666666666667,-243.4245148044405,-185.50881852889285,57.22105284673544
107,-320.26666666666665,-549.0585498938411,-91.47478343949217,452.09548647259123
108,-226.26666666666668,-267.199537277153,-185.33379605618035,80.88383989126355
109,-320.73333333333335,-550.1110998340542,-91.35556683261242,453.2531987997682
110,-308.93333333333334,-458.8767883213659,-158.98987834530078,296.2900530823732
111,-280.6,-400.0267314085642,-161.17326859143583,235.98864379456907
112,-204.06666666666666,-247.10798370007504,-161.0253496332583,85.05015513735933
113,-187.53333333333333,-212.8562951026519,-162.21037156401476,50.0384740863357
114,-247.66666666666666,-364.07719837298674,-131.25613496034657,230.02859725598373
115,-204.53333333333333,-225.55635068451647,-183.5103159821502,41.5417326980418
116,-193.46666666666667,-222.01957082511404,-164.9137625082193,56.42087872016489
117,-200.66666666666666,-232.26675503034994,-169.06657830298337,62.442151005728675
118,-179.8,-198.05053660580973,-161.5494633941903,36.06327772124991
119,-223.13333333333333,-307.33416009024916,-138.93250657641752,166.38183661552588
120,-187.4,-205.16759189085568,-169.63240810914434,35.1089732119867
121,-205.66666666666666,-243.11568166236646,-168.21765167096686,73.99969969909037
