episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,9305,-1305.0,1305,0.9116025
6,11305,-2000.0,2000,0.8926025
7,12674,-1369.0,1369,0.879597
8,14674,-2000.0,2000,0.8605970000000001
9,15913,-1239.0,1239,0.8488265
10,17913,-2000.0,2000,0.8298265
11,19189,-1276.0,1276,0.8177045000000001
12,20717,-1528.0,1528,0.8031885000000001
13,21845,-1128.0,1128,0.7924725
14,22730,-885.0,885,0.784065
15,24279,-1549.0,1549,0.7693495
16,25248,-969.0,969,0.760144
17,25958,-710.0,710,0.753399
18,27338,-1380.0,1380,0.740289
19,27680,-342.0,342,0.73704
20,28480,-800.0,800,0.7294400000000001
21,29143,-663.0,663,0.7231415
22,30272,-1129.0,1129,0.712416
23,32272,-2000.0,2000,0.693416
24,33483,-1211.0,1211,0.6819115
25,34568,-1085.0,1085,0.6716040000000001
26,35306,-738.0,738,0.664593
27,35889,-583.0,583,0.6590545000000001
28,37294,-1405.0,1405,0.645707
29,38005,-711.0,711,0.6389525
30,40005,-2000.0,2000,0.6199525
31,40730,-725.0,725,0.613065
32,42730,-2000.0,2000,0.5940650000000001
33,43770,-1040.0,1040,0.5841850000000001
34,45050,-1280.0,1280,0.572025
35,46382,-1332.0,1332,0.5593710000000001
36,47649,-1267.0,1267,0.5473345000000001
37,49037,-1388.0,1388,0.5341485
38,51037,-2000.0,2000,0.5151485
39,51460,-423.0,423,0.5111300000000001
40,52045,-585.0,585,0.5055725
41,53335,-1290.0,1290,0.4933175000000001
42,53779,-444.0,444,0.4890995
43,55779,-2000.0,2000,0.4700995
44,57779,-2000.0,2000,0.4510995
45,58329,-550.0,550,0.44587450000000006
46,60329,-2000.0,2000,0.42687450000000005
47,60935,-606.0,606,0.42111750000000003
48,61234,-299.0,299,0.418277
49,62052,-818.0,818,0.41050600000000004
50,62419,-367.0,367,0.4070195
51,62887,-468.0,468,0.40257350000000003
52,63220,-333.0,333,0.39941000000000004
53,63911,-691.0,691,0.39284550000000007
54,64215,-304.0,304,0.38995750000000007
55,64559,-344.0,344,0.3866895
56,64876,-317.0,317,0.3836780000000001
57,65156,-280.0,280,0.38101799999999997
58,65511,-355.0,355,0.3776455000000001
59,65886,-375.0,375,0.37408300000000005
60,66096,-210.0,210,0.3720880000000001
61,66379,-283.0,283,0.3693995
62,66713,-334.0,334,0.3662265
63,66961,-248.0,248,0.3638705
64,67171,-210.0,210,0.3618755
65,67418,-247.0,247,0.359529
66,67635,-217.0,217,0.35746750000000005
67,67842,-207.0,207,0.35550099999999996
68,68107,-265.0,265,0.3529835000000001
69,68365,-258.0,258,0.3505325
70,68577,-212.0,212,0.34851850000000006
71,68831,-254.0,254,0.34610550000000007
72,69032,-201.0,201,0.34419599999999995
73,69328,-296.0,296,0.341384
74,69555,-227.0,227,0.3392275
75,69774,-219.0,219,0.337147
76,70121,-347.0,347,0.33385050000000005
77,70354,-233.0,233,0.33163699999999996
78,70526,-172.0,172,0.33000300000000005
79,70817,-291.0,291,0.3272385000000001
80,71122,-305.0,305,0.3243410000000001
81,71314,-192.0,192,0.32251700000000005
82,71489,-175.0,175,0.32085450000000004
83,71761,-272.0,272,0.3182705
84,72062,-301.0,301,0.315411
85,72354,-292.0,292,0.31263700000000005
86,72659,-305.0,305,0.30973950000000006
87,72903,-244.0,244,0.3074215000000001
88,73106,-203.0,203,0.305493
89,73249,-143.0,143,0.3041345000000001
90,73571,-322.0,322,0.30107550000000005
91,73785,-214.0,214,0.2990425
92,74037,-252.0,252,0.2966485000000001
93,74204,-167.0,167,0.29506200000000005
94,74372,-168.0,168,0.293466
95,74619,-247.0,247,0.2911195
96,74787,-168.0,168,0.28952350000000004
97,74957,-170.0,170,0.2879085000000001
98,75122,-165.0,165,0.28634100000000007
99,75329,-207.0,207,0.2843745
100,75488,-159.0,159,0.282864
101,75687,-199.0,199,0.2809735
102,75855,-168.0,168,0.27937750000000006
103,76108,-253.0,253,0.27697400000000005
104,76275,-167.0,167,0.2753875
105,76534,-259.0,259,0.27292700000000003
106,76686,-152.0,152,0.27148300000000003
107,76839,-153.0,153,0.27002950000000003
108,77130,-291.0,291,0.2672650000000001
109,77296,-166.0,166,0.26568800000000004
110,77439,-143.0,143,0.2643295
111,77734,-295.0,295,0.26152699999999995
112,77929,-195.0,195,0.25967450000000003
113,78140,-211.0,211,0.25767000000000007
114,78306,-166.0,166,0.256093
115,78530,-224.0,224,0.253965
116,78726,-196.0,196,0.2521030000000001
117,78916,-190.0,190,0.250298
118,79124,-208.0,208,0.24832199999999993
119,79308,-184.0,184,0.24657400000000007
120,79491,-183.0,183,0.24483549999999998
121,79682,-191.0,191,0.24302100000000004
122,79877,-195.0,195,0.2411685
123,80068,-191.0,191,0.23935400000000007
124,80299,-231.0,231,0.23715950000000008
125,80583,-284.0,284,0.2344615
126,80811,-228.0,228,0.2322955
127,81007,-196.0,196,0.23043350000000007
128,81197,-190.0,190,0.2286285
129,81457,-260.0,260,0.22615850000000004
130,81658,-201.0,201,0.22424900000000003
131,81856,-198.0,198,0.22236800000000012
132,82136,-280.0,280,0.21970800000000001
133,82340,-204.0,204,0.21777000000000002
134,82548,-208.0,208,0.21579400000000004
135,82715,-167.0,167,0.2142075
136,82880,-165.0,165,0.21264000000000005
