episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,20000,-2000.0,2000,0.81
11,22000,-2000.0,2000,0.791
12,23665,-1665.0,1665,0.7751825
13,25576,-1911.0,1911,0.757028
14,26280,-704.0,704,0.75034
15,28280,-2000.0,2000,0.73134
16,28811,-531.0,531,0.7262955
17,30638,-1827.0,1827,0.708939
18,32638,-2000.0,2000,0.6899390000000001
19,34432,-1794.0,1794,0.6728959999999999
20,35873,-1441.0,1441,0.6592065
21,37458,-1585.0,1585,0.644149
22,38103,-645.0,645,0.6380215
23,40103,-2000.0,2000,0.6190215
24,40646,-543.0,543,0.613863
25,41526,-880.0,880,0.605503
26,42087,-561.0,561,0.6001734999999999
27,42894,-807.0,807,0.592507
28,43671,-777.0,777,0.5851255
29,44309,-638.0,638,0.5790645000000001
30,45237,-928.0,928,0.5702485
31,46399,-1162.0,1162,0.5592095
32,47778,-1379.0,1379,0.546109
33,49778,-2000.0,2000,0.527109
34,51778,-2000.0,2000,0.508109
35,53778,-2000.0,2000,0.489109
36,55778,-2000.0,2000,0.470109
37,57778,-2000.0,2000,0.4511090000000001
38,59778,-2000.0,2000,0.4321090000000001
39,61778,-2000.0,2000,0.41310900000000006
40,62760,-982.0,982,0.40378000000000003
41,64037,-1277.0,1277,0.39164850000000007
42,66011,-1974.0,1974,0.37289550000000005
43,66518,-507.0,507,0.36807900000000005
44,67910,-1392.0,1392,0.35485500000000003
45,69005,-1095.0,1095,0.34445249999999994
46,69674,-669.0,669,0.338097
47,70396,-722.0,722,0.33123800000000003
48,71017,-621.0,621,0.3253385000000001
49,71477,-460.0,460,0.3209685
50,71762,-285.0,285,0.318261
51,72507,-745.0,745,0.31118350000000006
52,72861,-354.0,354,0.30782050000000005
53,73336,-475.0,475,0.303308
54,74156,-820.0,820,0.29551800000000006
55,74467,-311.0,311,0.2925635
56,75232,-765.0,765,0.285296
57,75432,-200.0,200,0.2833960000000001
58,75932,-500.0,500,0.27864600000000006
59,76180,-248.0,248,0.27629000000000004
60,76550,-370.0,370,0.2727750000000001
61,76960,-410.0,410,0.2688800000000001
62,77206,-246.0,246,0.2665430000000001
63,77601,-395.0,395,0.26279050000000004
64,77959,-358.0,358,0.25938950000000005
65,78291,-332.0,332,0.25623550000000006
66,78468,-177.0,177,0.25455399999999995
67,78827,-359.0,359,0.25114349999999996
68,79120,-293.0,293,0.24836000000000003
69,79372,-252.0,252,0.24596600000000002
70,79549,-177.0,177,0.24428450000000002
71,79862,-313.0,313,0.24131100000000005
72,80073,-211.0,211,0.23930649999999998
73,80237,-164.0,164,0.23774850000000003
74,80417,-180.0,180,0.23603850000000004
75,80713,-296.0,296,0.2332265
76,80965,-252.0,252,0.2308325000000001
77,81160,-195.0,195,0.22898000000000007
78,81323,-163.0,163,0.2274315
79,81607,-284.0,284,0.22473350000000003
80,81774,-167.0,167,0.22314699999999998
81,82129,-355.0,355,0.2197745000000001
82,82358,-229.0,229,0.2175990000000001
83,82631,-273.0,273,0.21500550000000007
84,82813,-182.0,182,0.21327649999999998
85,83067,-254.0,254,0.21086349999999998
86,83219,-152.0,152,0.2094195000000001
87,83397,-178.0,178,0.2077285000000001
88,83587,-190.0,190,0.20592350000000004
89,83805,-218.0,218,0.2038525000000001
90,83988,-183.0,183,0.20211400000000013
91,84194,-206.0,206,0.20015700000000003
92,84369,-175.0,175,0.19849450000000002
93,84551,-182.0,182,0.19676550000000004
94,84774,-223.0,223,0.19464700000000001
95,84937,-163.0,163,0.19309850000000006
96,85178,-241.0,241,0.190809
97,85339,-161.0,161,0.18927950000000004
98,85576,-237.0,237,0.18702800000000008
99,85746,-170.0,170,0.18541300000000005
100,85906,-160.0,160,0.18389299999999997
101,86098,-192.0,192,0.18206900000000004
102,86296,-198.0,198,0.18018800000000013
103,86460,-164.0,164,0.17862999999999996
104,86684,-224.0,224,0.17650199999999994
105,86856,-172.0,172,0.17486800000000002
106,87037,-181.0,181,0.17314850000000004
107,87289,-252.0,252,0.17075450000000003
108,87460,-171.0,171,0.16913
109,87699,-239.0,239,0.16685950000000005
110,87954,-255.0,255,0.16443700000000006
111,88188,-234.0,234,0.16221400000000008
112,88351,-163.0,163,0.16066550000000002
113,88517,-166.0,166,0.15908850000000008
114,88675,-158.0,158,0.1575875
115,88836,-161.0,161,0.15605800000000003
116,89004,-168.0,168,0.154462
117,89200,-196.0,196,0.15260000000000007
118,89465,-265.0,265,0.15008250000000012
119,89623,-158.0,158,0.14858150000000003
120,89782,-159.0,159,0.14707100000000006
121,89960,-178.0,178,0.14538000000000006
122,90131,-171.0,171,0.14375550000000015
123,90330,-199.0,199,0.14186500000000002
124,90561,-231.0,231,0.13967050000000003
125,90722,-161.0,161,0.13814100000000007
126,90886,-164.0,164,0.136583
127,91044,-158.0,158,0.13508200000000004
128,91206,-162.0,162,0.13354300000000008
129,91367,-161.0,161,0.1320135
130,91591,-224.0,224,0.1298855
131,91747,-156.0,156,0.1284035
132,91847,-100.0,100,0.1274535
133,92006,-159.0,159,0.12594300000000003
134,92196,-190.0,190,0.12413800000000008
