episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,19391,-1391.0,1391,0.8157855
11,21391,-2000.0,2000,0.7967855
12,22880,-1489.0,1489,0.78264
13,24102,-1222.0,1222,0.771031
14,25956,-1854.0,1854,0.753418
15,26650,-694.0,694,0.7468250000000001
16,28335,-1685.0,1685,0.7308175
17,29129,-794.0,794,0.7232745
18,30798,-1669.0,1669,0.707419
19,31902,-1104.0,1104,0.696931
20,33445,-1543.0,1543,0.6822725000000001
21,33872,-427.0,427,0.6782159999999999
22,34543,-671.0,671,0.6718415
23,35346,-803.0,803,0.6642129999999999
24,36322,-976.0,976,0.654941
25,37358,-1036.0,1036,0.645099
26,38210,-852.0,852,0.637005
27,39566,-1356.0,1356,0.624123
28,40835,-1269.0,1269,0.6120675
29,42034,-1199.0,1199,0.600677
30,44034,-2000.0,2000,0.581677
31,44867,-833.0,833,0.5737635
32,46243,-1376.0,1376,0.5606915
33,47249,-1006.0,1006,0.5511345000000001
34,48193,-944.0,944,0.5421665
35,49028,-835.0,835,0.5342340000000001
36,49894,-866.0,866,0.526007
37,50327,-433.0,433,0.5218935
38,51544,-1217.0,1217,0.510332
39,51932,-388.0,388,0.506646
40,52912,-980.0,980,0.497336
41,53304,-392.0,392,0.49361200000000005
42,53990,-686.0,686,0.48709499999999994
43,54610,-620.0,620,0.481205
44,55904,-1294.0,1294,0.468912
45,56676,-772.0,772,0.46157799999999993
46,57240,-564.0,564,0.45621999999999996
47,57932,-692.0,692,0.4496460000000001
48,58592,-660.0,660,0.443376
49,59099,-507.0,507,0.4385595
50,60034,-935.0,935,0.4296770000000001
51,60580,-546.0,546,0.42449000000000003
52,61134,-554.0,554,0.419227
53,61733,-599.0,599,0.4135365
54,62793,-1060.0,1060,0.40346650000000006
55,63749,-956.0,956,0.3943845
56,64878,-1129.0,1129,0.383659
57,65073,-195.0,195,0.38180650000000005
58,65454,-381.0,381,0.37818700000000005
59,66017,-563.0,563,0.37283849999999996
60,66733,-716.0,716,0.3660365000000001
61,67040,-307.0,307,0.36312
62,67366,-326.0,326,0.360023
63,67644,-278.0,278,0.357382
64,68621,-977.0,977,0.34810050000000003
65,70002,-1381.0,1381,0.3349810000000001
66,72002,-2000.0,2000,0.31598100000000007
67,72535,-533.0,533,0.31091749999999996
68,74109,-1574.0,1574,0.29596449999999996
69,74438,-329.0,329,0.29283899999999996
70,74713,-275.0,275,0.29022650000000005
71,75064,-351.0,351,0.28689200000000004
72,75496,-432.0,432,0.28278800000000004
73,75984,-488.0,488,0.27815200000000007
74,76242,-258.0,258,0.2757010000000001
75,76647,-405.0,405,0.2718535000000001
76,77351,-704.0,704,0.26516550000000005
77,77578,-227.0,227,0.26300900000000005
78,77852,-274.0,274,0.260406
79,78321,-469.0,469,0.2559505000000001
80,78556,-235.0,235,0.253718
81,78801,-245.0,245,0.25139050000000007
82,79030,-229.0,229,0.24921500000000008
83,79324,-294.0,294,0.24642200000000014
84,79480,-156.0,156,0.24494000000000005
85,79640,-160.0,160,0.24342000000000008
86,79879,-239.0,239,0.24114950000000002
87,80144,-265.0,265,0.23863199999999996
88,80510,-366.0,366,0.235155
89,80723,-213.0,213,0.23313150000000005
90,80997,-274.0,274,0.23052850000000003
91,81158,-161.0,161,0.22899900000000006
92,81361,-203.0,203,0.22707049999999995
93,81714,-353.0,353,0.22371700000000005
94,81872,-158.0,158,0.22221600000000008
95,82040,-168.0,168,0.22062000000000004
96,82270,-230.0,230,0.21843500000000005
97,82659,-389.0,389,0.21473949999999997
98,82826,-167.0,167,0.21315300000000004
99,83022,-196.0,196,0.21129100000000012
100,83296,-274.0,274,0.20868799999999998
101,83464,-168.0,168,0.20709199999999994
102,83646,-182.0,182,0.20536300000000007
103,83810,-164.0,164,0.20380500000000012
104,84049,-239.0,239,0.20153450000000006
105,84302,-253.0,253,0.19913100000000006
106,84468,-166.0,166,0.197554
107,84667,-199.0,199,0.1956635
108,84835,-168.0,168,0.19406749999999995
109,84989,-154.0,154,0.19260449999999996
110,85162,-173.0,173,0.19096100000000005
111,85310,-148.0,148,0.18955500000000003
112,85546,-236.0,236,0.18731300000000006
113,85734,-188.0,188,0.185527
114,85909,-175.0,175,0.1838645
115,86068,-159.0,159,0.18235400000000002
116,86235,-167.0,167,0.18076750000000008
117,86385,-150.0,150,0.17934250000000007
118,86547,-162.0,162,0.17780350000000011
119,86719,-172.0,172,0.17616949999999998
120,87013,-294.0,294,0.17337650000000004
121,87227,-214.0,214,0.1713435000000001
122,87344,-117.0,117,0.17023200000000005
123,87661,-317.0,317,0.1672205
124,87880,-219.0,219,0.16514000000000006
125,88083,-203.0,203,0.16321150000000006
126,88284,-201.0,201,0.16130200000000006
127,88521,-237.0,237,0.15905049999999998
128,88705,-184.0,184,0.1573025
129,88905,-200.0,200,0.1554025
130,89075,-170.0,170,0.15378749999999997
131,89239,-164.0,164,0.15222950000000002
132,89416,-177.0,177,0.15054800000000013
133,89611,-195.0,195,0.1486955000000001
134,89779,-168.0,168,0.14709950000000005
135,89946,-167.0,167,0.145513
