episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,17407,-1407.0,1407,0.8346335
10,19407,-2000.0,2000,0.8156335
11,20961,-1554.0,1554,0.8008705
12,22961,-2000.0,2000,0.7818705
13,24961,-2000.0,2000,0.7628705
14,26961,-2000.0,2000,0.7438705
15,28961,-2000.0,2000,0.7248705
16,30955,-1994.0,1994,0.7059275
17,32738,-1783.0,1783,0.6889890000000001
18,33497,-759.0,759,0.6817785000000001
19,34108,-611.0,611,0.6759740000000001
20,35049,-941.0,941,0.6670345
21,36154,-1105.0,1105,0.656537
22,37204,-1050.0,1050,0.6465620000000001
23,38679,-1475.0,1475,0.6325495
24,40279,-1600.0,1600,0.6173495
25,42279,-2000.0,2000,0.5983495000000001
26,44279,-2000.0,2000,0.5793495
27,45021,-742.0,742,0.5723005000000001
28,45952,-931.0,931,0.563456
29,46564,-612.0,612,0.557642
30,47341,-777.0,777,0.5502605
31,47869,-528.0,528,0.5452445
32,48489,-620.0,620,0.5393545
33,49324,-835.0,835,0.5314220000000001
34,50029,-705.0,705,0.5247245
35,50432,-403.0,403,0.520896
36,50983,-551.0,551,0.5156615
37,51440,-457.0,457,0.51132
38,52079,-639.0,639,0.5052495000000001
39,52433,-354.0,354,0.5018865000000001
40,52717,-284.0,284,0.49918850000000003
41,53040,-323.0,323,0.49612
42,53386,-346.0,346,0.4928330000000001
43,53815,-429.0,429,0.48875749999999996
44,54165,-350.0,350,0.48543250000000004
45,54722,-557.0,557,0.48014100000000004
46,55260,-538.0,538,0.47503000000000006
47,55844,-584.0,584,0.46948199999999995
48,56305,-461.0,461,0.4651025
49,56788,-483.0,483,0.460514
50,57315,-527.0,527,0.45550749999999995
51,57653,-338.0,338,0.4522965
52,58101,-448.0,448,0.44804049999999995
53,58561,-460.0,460,0.4436705000000001
54,59616,-1055.0,1055,0.43364800000000003
55,60130,-514.0,514,0.42876500000000006
56,61077,-947.0,947,0.4197685
57,61863,-786.0,786,0.4123015
58,63038,-1175.0,1175,0.401139
59,63847,-809.0,809,0.3934535
60,64236,-389.0,389,0.38975799999999994
61,64691,-455.0,455,0.38543550000000004
62,65460,-769.0,769,0.3781300000000001
63,65907,-447.0,447,0.37388350000000004
64,66342,-435.0,435,0.36975100000000005
65,67025,-683.0,683,0.36326250000000004
66,67723,-698.0,698,0.3566315
67,68042,-319.0,319,0.35360100000000005
68,68882,-840.0,840,0.34562100000000007
69,69527,-645.0,645,0.3394935
70,70302,-775.0,775,0.33213100000000007
71,70942,-640.0,640,0.326051
72,71525,-583.0,583,0.3205125
73,72097,-572.0,572,0.31507850000000004
74,72400,-303.0,303,0.31220000000000003
75,72822,-422.0,422,0.3081910000000001
76,73662,-840.0,840,0.300211
77,74295,-633.0,633,0.2941975
78,74821,-526.0,526,0.28920049999999997
79,75103,-282.0,282,0.2865215000000001
80,75935,-832.0,832,0.2786175000000001
81,76352,-417.0,417,0.274656
82,76661,-309.0,309,0.27172050000000003
83,77012,-351.0,351,0.268386
84,77214,-202.0,202,0.266467
85,77644,-430.0,430,0.262382
86,77932,-288.0,288,0.25964600000000004
87,78376,-444.0,444,0.255428
88,78551,-175.0,175,0.2537655
89,78849,-298.0,298,0.25093450000000006
90,79591,-742.0,742,0.24388549999999998
91,79870,-279.0,279,0.2412350000000001
92,80248,-378.0,378,0.23764400000000008
93,80901,-653.0,653,0.23144050000000005
94,81078,-177.0,177,0.22975900000000005
95,81331,-253.0,253,0.22735550000000004
96,81704,-373.0,373,0.223812
97,81875,-171.0,171,0.2221875000000001
98,82085,-210.0,210,0.2201925
99,82261,-176.0,176,0.21852050000000012
100,82479,-218.0,218,0.21644949999999996
101,82664,-185.0,185,0.214692
102,82847,-183.0,183,0.21295350000000002
103,83105,-258.0,258,0.21050250000000004
104,83324,-219.0,219,0.2084220000000001
105,83535,-211.0,211,0.20641750000000003
106,83789,-254.0,254,0.20400450000000003
107,84000,-211.0,211,0.20200000000000007
108,84243,-243.0,243,0.19969150000000002
109,84532,-289.0,289,0.19694600000000007
110,84722,-190.0,190,0.195141
111,84833,-111.0,111,0.19408650000000005
112,85061,-228.0,228,0.19192050000000005
113,85340,-279.0,279,0.18926999999999994
114,85571,-231.0,231,0.18707550000000006
115,85831,-260.0,260,0.18460549999999998
116,86045,-214.0,214,0.18257250000000003
117,86289,-244.0,244,0.18025449999999998
118,86450,-161.0,161,0.17872500000000002
119,86671,-221.0,221,0.1766255000000001
120,86841,-170.0,170,0.17501050000000007
121,87006,-165.0,165,0.17344300000000012
122,87185,-179.0,179,0.17174250000000002
123,87363,-178.0,178,0.17005150000000002
124,87547,-184.0,184,0.16830350000000005
125,87710,-163.0,163,0.1667550000000001
126,87906,-196.0,196,0.16489300000000007
127,88091,-185.0,185,0.1631355000000001
128,88247,-156.0,156,0.16165350000000012
129,88412,-165.0,165,0.16008600000000006
130,88577,-165.0,165,0.15851850000000012
131,88739,-162.0,162,0.15697950000000005
132,88918,-179.0,179,0.15527900000000006
133,89086,-168.0,168,0.15368300000000001
134,89283,-197.0,197,0.1518115
135,89468,-185.0,185,0.15005400000000002
