episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,5955,-1955.0,1955,0.9434275
4,7955,-2000.0,2000,0.9244275
5,9955,-2000.0,2000,0.9054275
6,11955,-2000.0,2000,0.8864275
7,13955,-2000.0,2000,0.8674275
8,15955,-2000.0,2000,0.8484275
9,17955,-2000.0,2000,0.8294275
10,19775,-1820.0,1820,0.8121375
11,21775,-2000.0,2000,0.7931375
12,23510,-1735.0,1735,0.776655
13,24992,-1482.0,1482,0.762576
14,26340,-1348.0,1348,0.74977
15,27128,-788.0,788,0.7422839999999999
16,28769,-1641.0,1641,0.7266945
17,30583,-1814.0,1814,0.7094615
18,31351,-768.0,768,0.7021655
19,31970,-619.0,619,0.696285
20,32810,-840.0,840,0.688305
21,33218,-408.0,408,0.6844290000000001
22,34015,-797.0,797,0.6768575
23,34594,-579.0,579,0.671357
24,35261,-667.0,667,0.6650205
25,35939,-678.0,678,0.6585795000000001
26,36440,-501.0,501,0.6538200000000001
27,37017,-577.0,577,0.6483385
28,37586,-569.0,569,0.642933
29,38237,-651.0,651,0.6367485
30,38702,-465.0,465,0.632331
31,39568,-866.0,866,0.624104
32,40189,-621.0,621,0.6182045
33,41076,-887.0,887,0.6097779999999999
34,42005,-929.0,929,0.6009525
35,43050,-1045.0,1045,0.591025
36,43749,-699.0,699,0.5843845000000001
37,44500,-751.0,751,0.57725
38,45385,-885.0,885,0.5688425
39,46187,-802.0,802,0.5612235000000001
40,47100,-913.0,913,0.5525500000000001
41,47993,-893.0,893,0.5440665
42,48385,-392.0,392,0.5403425
43,48774,-389.0,389,0.5366470000000001
44,49285,-511.0,511,0.5317925
45,49869,-584.0,584,0.5262445
46,50326,-457.0,457,0.521903
47,51003,-677.0,677,0.5154715000000001
48,51556,-553.0,553,0.5102180000000001
49,52382,-826.0,826,0.5023710000000001
50,52821,-439.0,439,0.49820050000000005
51,53406,-585.0,585,0.49264300000000005
52,54035,-629.0,629,0.48666750000000003
53,54500,-465.0,465,0.48224999999999996
54,54984,-484.0,484,0.4776520000000001
55,55680,-696.0,696,0.47104
56,56129,-449.0,449,0.4667745000000001
57,56403,-274.0,274,0.46417149999999996
58,56734,-331.0,331,0.4610270000000001
59,57248,-514.0,514,0.456144
60,57516,-268.0,268,0.45359800000000006
61,57932,-416.0,416,0.4496460000000001
62,58206,-274.0,274,0.44704299999999997
63,58963,-757.0,757,0.43985150000000006
64,59238,-275.0,275,0.43723900000000004
65,59824,-586.0,586,0.43167200000000006
66,60293,-469.0,469,0.4272165000000001
67,60662,-369.0,369,0.42371099999999995
68,60946,-284.0,284,0.42101299999999997
69,61647,-701.0,701,0.41435350000000004
70,62202,-555.0,555,0.40908100000000003
71,62472,-270.0,270,0.406516
72,62757,-285.0,285,0.4038085
73,63189,-432.0,432,0.39970450000000013
74,63534,-345.0,345,0.396427
75,63810,-276.0,276,0.39380500000000007
76,64147,-337.0,337,0.3906035
77,64427,-280.0,280,0.3879435
78,64720,-293.0,293,0.38516000000000006
79,65386,-666.0,666,0.3788330000000001
80,65669,-283.0,283,0.3761445
81,65948,-279.0,279,0.3734940000000001
82,66334,-386.0,386,0.369827
83,66646,-312.0,312,0.36686299999999994
84,66921,-275.0,275,0.36425050000000003
85,67149,-228.0,228,0.36208450000000003
86,67397,-248.0,248,0.3597285000000001
87,67619,-222.0,222,0.3576195000000001
88,67852,-233.0,233,0.355406
89,68085,-233.0,233,0.3531925
90,68344,-259.0,259,0.35073199999999993
91,68562,-218.0,218,0.348661
92,68809,-247.0,247,0.3463145000000001
93,69006,-197.0,197,0.34444300000000005
94,69263,-257.0,257,0.34200150000000007
95,69446,-183.0,183,0.3402630000000001
96,69685,-239.0,239,0.33799250000000003
97,69902,-217.0,217,0.3359310000000001
98,70134,-232.0,232,0.3337270000000001
99,70353,-219.0,219,0.33164650000000007
100,70561,-208.0,208,0.3296705000000001
101,70714,-153.0,153,0.3282170000000001
102,70951,-237.0,237,0.3259655
103,71108,-157.0,157,0.32447400000000004
104,71394,-286.0,286,0.32175699999999996
105,71624,-230.0,230,0.3195720000000001
106,71844,-220.0,220,0.31748200000000004
107,72020,-176.0,176,0.31581000000000004
108,72172,-152.0,152,0.31436600000000003
109,72341,-169.0,169,0.3127605
110,72601,-260.0,260,0.3102905
111,72758,-157.0,157,0.30879900000000005
112,72910,-152.0,152,0.30735500000000004
113,73137,-227.0,227,0.30519850000000004
114,73298,-161.0,161,0.3036690000000001
115,73453,-155.0,155,0.3021965
116,73635,-182.0,182,0.3004675000000001
117,73789,-154.0,154,0.2990045
118,73957,-168.0,168,0.2974085000000001
119,74128,-171.0,171,0.29578399999999994
120,74343,-215.0,215,0.2937415
121,74508,-165.0,165,0.29217400000000004
122,74679,-171.0,171,0.2905495000000001
123,74881,-202.0,202,0.2886305
124,75154,-273.0,273,0.2860370000000001
125,75467,-313.0,313,0.28306350000000013
126,75731,-264.0,264,0.28055549999999996
127,75889,-158.0,158,0.2790545000000001
128,76149,-260.0,260,0.2765845
129,76303,-154.0,154,0.2751215
130,76464,-161.0,161,0.27359200000000006
131,76621,-157.0,157,0.2721005000000001
132,76804,-183.0,183,0.2703620000000001
133,77055,-251.0,251,0.2679775000000001
134,77216,-161.0,161,0.26644800000000013
135,77376,-160.0,160,0.26492800000000005
136,77646,-270.0,270,0.262363
137,77852,-206.0,206,0.260406
