episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,20000,-2000.0,2000,0.81
11,22000,-2000.0,2000,0.791
12,24000,-2000.0,2000,0.772
13,26000,-2000.0,2000,0.753
14,27573,-1573.0,1573,0.7380565000000001
15,29573,-2000.0,2000,0.7190565
16,30900,-1327.0,1327,0.70645
17,32900,-2000.0,2000,0.68745
18,34900,-2000.0,2000,0.66845
19,35954,-1054.0,1054,0.6584369999999999
20,37954,-2000.0,2000,0.639437
21,38781,-827.0,827,0.6315805000000001
22,39404,-623.0,623,0.6256619999999999
23,40165,-761.0,761,0.6184324999999999
24,40598,-433.0,433,0.6143190000000001
25,41301,-703.0,703,0.6076405
26,41804,-503.0,503,0.602862
27,42356,-552.0,552,0.597618
28,43998,-1642.0,1642,0.5820190000000001
29,44456,-458.0,458,0.5776680000000001
30,45310,-854.0,854,0.569555
31,45780,-470.0,470,0.5650900000000001
32,46103,-323.0,323,0.5620215
33,46516,-413.0,413,0.558098
34,46996,-480.0,480,0.5535380000000001
35,47675,-679.0,679,0.5470875
36,48438,-763.0,763,0.5398390000000001
37,49008,-570.0,570,0.534424
38,49567,-559.0,559,0.5291135
39,49954,-387.0,387,0.525437
40,50322,-368.0,368,0.521941
41,50729,-407.0,407,0.5180745
42,51185,-456.0,456,0.5137425
43,51580,-395.0,395,0.5099899999999999
44,52119,-539.0,539,0.5048695
45,53120,-1001.0,1001,0.49536
46,53593,-473.0,473,0.4908665
47,54172,-579.0,579,0.4853660000000001
48,54782,-610.0,610,0.4795710000000001
49,55159,-377.0,377,0.47598949999999995
50,55453,-294.0,294,0.4731965
51,55699,-246.0,246,0.4708595
52,56060,-361.0,361,0.46743
53,56499,-439.0,439,0.46325950000000005
54,56756,-257.0,257,0.46081800000000006
55,57109,-353.0,353,0.45746450000000005
56,57282,-173.0,173,0.45582100000000003
57,57569,-287.0,287,0.45309449999999996
58,58064,-495.0,495,0.448392
59,58467,-403.0,403,0.4445635
60,58791,-324.0,324,0.4414855
61,59207,-416.0,416,0.4375335
62,59614,-407.0,407,0.433667
63,60046,-432.0,432,0.42956300000000003
64,60265,-219.0,219,0.4274825
65,60467,-202.0,202,0.4255635
66,60725,-258.0,258,0.4231125000000001
67,61082,-357.0,357,0.419721
68,61381,-299.0,299,0.4168805000000001
69,61667,-286.0,286,0.4141635
70,61903,-236.0,236,0.41192150000000005
71,62298,-395.0,395,0.408169
72,62537,-239.0,239,0.40589850000000005
73,62776,-239.0,239,0.4036280000000001
74,63004,-228.0,228,0.401462
75,63334,-330.0,330,0.398327
76,63563,-229.0,229,0.3961515
77,63736,-173.0,173,0.39450799999999997
78,63948,-212.0,212,0.392494
79,64344,-396.0,396,0.38873199999999997
80,64620,-276.0,276,0.38611000000000006
81,64832,-212.0,212,0.384096
82,65039,-207.0,207,0.3821295
83,65305,-266.0,266,0.37960250000000006
84,65597,-292.0,292,0.3768285
85,65807,-210.0,210,0.37483350000000004
86,66016,-209.0,209,0.37284800000000007
87,66224,-208.0,208,0.370872
88,66489,-265.0,265,0.36835450000000003
89,66706,-217.0,217,0.3662930000000001
90,66917,-211.0,211,0.3642885
91,67155,-238.0,238,0.36202750000000006
92,67437,-282.0,282,0.35934849999999996
93,67654,-217.0,217,0.357287
94,67869,-215.0,215,0.35524449999999996
95,68106,-237.0,237,0.352993
96,68425,-319.0,319,0.34996249999999995
97,68702,-277.0,277,0.34733100000000006
98,68930,-228.0,228,0.34516500000000006
99,69232,-302.0,302,0.34229599999999993
100,69472,-240.0,240,0.340016
101,69711,-239.0,239,0.33774550000000003
102,70044,-333.0,333,0.33458200000000005
103,70286,-242.0,242,0.332283
104,70476,-190.0,190,0.33047799999999994
105,70660,-184.0,184,0.3287300000000001
106,70843,-183.0,183,0.3269915
107,71049,-206.0,206,0.3250345000000001
108,71379,-330.0,330,0.3218995
109,71535,-156.0,156,0.3204175
110,71791,-256.0,256,0.31798550000000003
111,72007,-216.0,216,0.3159335000000001
112,72243,-236.0,236,0.3136915
113,72481,-238.0,238,0.31143050000000005
114,72769,-288.0,288,0.3086945000000001
115,72931,-162.0,162,0.3071555
116,73281,-350.0,350,0.3038305000000001
117,73521,-240.0,240,0.30155050000000005
118,73731,-210.0,210,0.2995555
119,73989,-258.0,258,0.2971045
120,74221,-232.0,232,0.2949005
121,74443,-222.0,222,0.2927915
122,74659,-216.0,216,0.29073950000000004
123,74896,-237.0,237,0.2884880000000001
124,75107,-211.0,211,0.2864835
125,75325,-218.0,218,0.28441250000000007
126,75495,-170.0,170,0.28279750000000003
127,75683,-188.0,188,0.2810115000000001
128,75893,-210.0,210,0.2790165
129,76243,-350.0,350,0.2756915
130,76449,-206.0,206,0.2737345
131,76705,-256.0,256,0.2713025
132,76876,-171.0,171,0.2696780000000001
133,77119,-243.0,243,0.26736950000000004
134,77325,-206.0,206,0.26541250000000005
135,77492,-167.0,167,0.263826
136,77733,-241.0,241,0.26153650000000006
137,78023,-290.0,290,0.2587815000000001
138,78237,-214.0,214,0.25674850000000005
139,78433,-196.0,196,0.2548865
140,78586,-153.0,153,0.253433
