episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,15090,-1090.0,1090,0.856645
9,17090,-2000.0,2000,0.837645
10,18278,-1188.0,1188,0.8263590000000001
11,20119,-1841.0,1841,0.8088695
12,21565,-1446.0,1446,0.7951325
13,23463,-1898.0,1898,0.7771015
14,24036,-573.0,573,0.771658
15,24554,-518.0,518,0.766737
16,25253,-699.0,699,0.7600965000000001
17,26169,-916.0,916,0.7513945
18,26871,-702.0,702,0.7447254999999999
19,27699,-828.0,828,0.7368595
20,28269,-570.0,570,0.7314445
21,29546,-1277.0,1277,0.7193130000000001
22,30412,-866.0,866,0.711086
23,31385,-973.0,973,0.7018424999999999
24,32035,-650.0,650,0.6956675
25,32704,-669.0,669,0.689312
26,33804,-1100.0,1100,0.6788620000000001
27,34333,-529.0,529,0.6738365
28,34811,-478.0,478,0.6692955
29,35417,-606.0,606,0.6635385
30,36143,-726.0,726,0.6566415000000001
31,36595,-452.0,452,0.6523475000000001
32,37436,-841.0,841,0.644358
33,38936,-1500.0,1500,0.6301080000000001
34,40053,-1117.0,1117,0.6194965
35,40528,-475.0,475,0.614984
36,42528,-2000.0,2000,0.5959840000000001
37,44099,-1571.0,1571,0.5810595000000001
38,46099,-2000.0,2000,0.5620594999999999
39,48099,-2000.0,2000,0.5430595
40,50099,-2000.0,2000,0.5240594999999999
41,51283,-1184.0,1184,0.5128115
42,53283,-2000.0,2000,0.49381149999999996
43,53768,-485.0,485,0.48920399999999997
44,54450,-682.0,682,0.48272500000000007
45,54791,-341.0,341,0.4794855
46,55419,-628.0,628,0.4735195000000001
47,55775,-356.0,356,0.4701375000000001
48,56361,-586.0,586,0.4645705
49,56603,-242.0,242,0.46227149999999995
50,57118,-515.0,515,0.457379
51,57361,-243.0,243,0.45507050000000004
52,57722,-361.0,361,0.45164100000000007
53,58052,-330.0,330,0.44850599999999996
54,58352,-300.0,300,0.44565599999999994
55,58598,-246.0,246,0.44331900000000013
56,59107,-509.0,509,0.4384835
57,59436,-329.0,329,0.435358
58,59737,-301.0,301,0.4324985000000001
59,60105,-368.0,368,0.42900250000000006
60,60470,-365.0,365,0.425535
61,60759,-289.0,289,0.42278950000000004
62,61079,-320.0,320,0.4197495
63,61488,-409.0,409,0.415864
64,61939,-451.0,451,0.4115795
65,62260,-321.0,321,0.40852999999999995
66,62547,-287.0,287,0.4058035000000001
67,62800,-253.0,253,0.4034
68,63089,-289.0,289,0.4006545
69,63412,-323.0,323,0.397586
70,63752,-340.0,340,0.39435600000000004
71,64013,-261.0,261,0.39187650000000007
72,64254,-241.0,241,0.389587
73,64509,-255.0,255,0.3871645
74,64849,-340.0,340,0.38393450000000007
75,65058,-209.0,209,0.381949
76,65255,-197.0,197,0.38007750000000007
77,65461,-206.0,206,0.37812049999999997
78,65753,-292.0,292,0.3753465
79,65953,-200.0,200,0.3734465000000001
80,66209,-256.0,256,0.3710145
81,66412,-203.0,203,0.369086
82,66612,-200.0,200,0.367186
83,66891,-279.0,279,0.3645355
84,67137,-246.0,246,0.3621985
85,67387,-250.0,250,0.3598235000000001
86,67679,-292.0,292,0.3570495
87,67955,-276.0,276,0.3544275
88,68230,-275.0,275,0.351815
89,68554,-324.0,324,0.34873699999999996
90,68759,-205.0,205,0.3467895
91,69058,-299.0,299,0.34394900000000006
92,69327,-269.0,269,0.3413935
93,69719,-392.0,392,0.33766950000000007
94,69983,-264.0,264,0.3351615000000001
95,70209,-226.0,226,0.3330145
96,70482,-273.0,273,0.3304210000000001
97,70742,-260.0,260,0.327951
98,70950,-208.0,208,0.325975
99,71178,-228.0,228,0.323809
100,71380,-202.0,202,0.32189
101,71653,-273.0,273,0.3192965
102,71887,-234.0,234,0.3170735
103,72061,-174.0,174,0.3154205000000001
104,72336,-275.0,275,0.312808
105,72538,-202.0,202,0.31088899999999997
106,72768,-230.0,230,0.3087040000000001
107,72972,-204.0,204,0.306766
108,73226,-254.0,254,0.304353
109,73419,-193.0,193,0.30251950000000005
110,73696,-277.0,277,0.29988800000000004
111,73950,-254.0,254,0.29747499999999993
112,74142,-192.0,192,0.2956510000000001
113,74373,-231.0,231,0.2934565
114,74600,-227.0,227,0.2913
115,74787,-187.0,187,0.28952350000000004
116,74986,-199.0,199,0.287633
117,75170,-184.0,184,0.28588500000000006
118,75333,-163.0,163,0.2843365
119,75581,-248.0,248,0.2819805000000001
120,75822,-241.0,241,0.279691
121,75974,-152.0,152,0.278247
122,76207,-233.0,233,0.27603350000000004
123,76456,-249.0,249,0.273668
124,76622,-166.0,166,0.27209099999999997
125,76877,-255.0,255,0.2696685000000001
126,77057,-180.0,180,0.2679585000000001
127,77316,-259.0,259,0.2654980000000001
128,77512,-196.0,196,0.263636
129,77764,-252.0,252,0.2612420000000001
130,77995,-231.0,231,0.2590475
131,78229,-234.0,234,0.2568245
132,78394,-165.0,165,0.25525700000000007
133,78572,-178.0,178,0.25356600000000007
134,78802,-230.0,230,0.25138099999999997
135,78962,-160.0,160,0.249861
136,79113,-151.0,151,0.2484265
137,79286,-173.0,173,0.24678299999999997
138,79418,-132.0,132,0.245529
139,79554,-136.0,136,0.24423700000000004
