episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,9935,-1935.0,1935,0.9056175
6,11935,-2000.0,2000,0.8866175000000001
7,13935,-2000.0,2000,0.8676175
8,15935,-2000.0,2000,0.8486175
9,17935,-2000.0,2000,0.8296175
10,19254,-1319.0,1319,0.817087
11,21254,-2000.0,2000,0.798087
12,23193,-1939.0,1939,0.7796665
13,25193,-2000.0,2000,0.7606665
14,27193,-2000.0,2000,0.7416665
15,28480,-1287.0,1287,0.7294400000000001
16,29576,-1096.0,1096,0.719028
17,30829,-1253.0,1253,0.7071244999999999
18,31545,-716.0,716,0.7003225
19,32593,-1048.0,1048,0.6903665
20,33462,-869.0,869,0.682111
21,34226,-764.0,764,0.6748529999999999
22,34932,-706.0,706,0.668146
23,36264,-1332.0,1332,0.655492
24,37048,-784.0,784,0.6480440000000001
25,37814,-766.0,766,0.6407670000000001
26,38431,-617.0,617,0.6349055
27,39572,-1141.0,1141,0.624066
28,40337,-765.0,765,0.6167985
29,41547,-1210.0,1210,0.6053035
30,42152,-605.0,605,0.599556
31,43620,-1468.0,1468,0.58561
32,44229,-609.0,609,0.5798245
33,45755,-1526.0,1526,0.5653275
34,47183,-1428.0,1428,0.5517615
35,48838,-1655.0,1655,0.536039
36,49353,-515.0,515,0.5311465
37,50432,-1079.0,1079,0.520896
38,51163,-731.0,731,0.5139515
39,51663,-500.0,500,0.5092015
40,52702,-1039.0,1039,0.49933099999999997
41,53044,-342.0,342,0.496082
42,53600,-556.0,556,0.4908
43,55358,-1758.0,1758,0.47409900000000005
44,55707,-349.0,349,0.4707835
45,57378,-1671.0,1671,0.4549090000000001
46,57780,-402.0,402,0.45109
47,58337,-557.0,557,0.4457985
48,58586,-249.0,249,0.44343299999999997
49,59206,-620.0,620,0.437543
50,59905,-699.0,699,0.4309025000000001
51,60260,-355.0,355,0.42752999999999997
52,60491,-231.0,231,0.4253355000000001
53,60954,-463.0,463,0.420937
54,61270,-316.0,316,0.41793500000000006
55,61534,-264.0,264,0.415427
56,61769,-235.0,235,0.4131945
57,62181,-412.0,412,0.40928050000000005
58,62548,-367.0,367,0.405794
59,62796,-248.0,248,0.4034380000000001
60,63104,-308.0,308,0.400512
61,63441,-337.0,337,0.3973105
62,63606,-165.0,165,0.39574300000000007
63,63868,-262.0,262,0.393254
64,64174,-306.0,306,0.390347
65,64346,-172.0,172,0.388713
66,64646,-300.0,300,0.38586299999999996
67,65106,-460.0,460,0.3814930000000001
68,65442,-336.0,336,0.378301
69,66024,-582.0,582,0.372772
70,66402,-378.0,378,0.369181
71,66607,-205.0,205,0.3672335
72,67061,-454.0,454,0.3629205
73,67348,-287.0,287,0.360194
74,67912,-564.0,564,0.35483600000000004
75,68144,-232.0,232,0.35263199999999995
76,68396,-252.0,252,0.35023800000000005
77,68656,-260.0,260,0.3477680000000001
78,69440,-784.0,784,0.34032000000000007
79,69793,-353.0,353,0.33696649999999995
80,70180,-387.0,387,0.3332900000000001
81,70700,-520.0,520,0.32835000000000003
82,70949,-249.0,249,0.3259845000000001
83,71262,-313.0,313,0.32301100000000005
84,71552,-290.0,290,0.320256
85,71812,-260.0,260,0.317786
86,72034,-222.0,222,0.3156770000000001
87,72297,-263.0,263,0.3131785
88,72586,-289.0,289,0.31043300000000007
89,72822,-236.0,236,0.3081910000000001
90,73041,-219.0,219,0.30611050000000006
91,73245,-204.0,204,0.30417249999999996
92,73489,-244.0,244,0.3018545
93,73735,-246.0,246,0.2995175000000001
94,73903,-168.0,168,0.29792150000000006
95,74197,-294.0,294,0.2951285
96,74392,-195.0,195,0.293276
97,74547,-155.0,155,0.2918035000000001
98,74715,-168.0,168,0.29020750000000006
99,75047,-332.0,332,0.2870535000000001
100,75244,-197.0,197,0.28518200000000005
101,75413,-169.0,169,0.2835765000000001
102,75574,-161.0,161,0.28204700000000005
103,75851,-277.0,277,0.27941550000000004
104,76021,-170.0,170,0.2778005
105,76266,-245.0,245,0.2754730000000001
106,76436,-170.0,170,0.27385800000000005
107,76609,-173.0,173,0.2722145
108,76778,-169.0,169,0.270609
109,77013,-235.0,235,0.2683765
110,77187,-174.0,174,0.2667235000000001
111,77342,-155.0,155,0.265251
112,77529,-187.0,187,0.26347450000000006
113,77700,-171.0,171,0.26185
114,77867,-167.0,167,0.2602635000000001
115,78019,-152.0,152,0.2588195
116,78285,-266.0,266,0.25629250000000003
117,78458,-173.0,173,0.254649
118,78637,-179.0,179,0.2529485
119,78797,-160.0,160,0.25142850000000005
120,78963,-166.0,166,0.2498515
121,79125,-162.0,162,0.24831250000000005
122,79291,-166.0,166,0.2467355
123,79458,-167.0,167,0.24514900000000006
124,79615,-157.0,157,0.24365749999999997
125,79782,-167.0,167,0.24207100000000004
126,79945,-163.0,163,0.24052250000000008
127,80121,-176.0,176,0.23885050000000008
128,80291,-170.0,170,0.23723550000000004
129,80457,-166.0,166,0.2356585
130,80616,-159.0,159,0.23414800000000002
131,80782,-166.0,166,0.23257100000000008
132,80949,-167.0,167,0.23098450000000004
133,81107,-158.0,158,0.22948350000000006
134,81271,-164.0,164,0.2279255
135,81435,-164.0,164,0.22636750000000005
136,81602,-167.0,167,0.22478100000000012
137,81763,-161.0,161,0.22325150000000005
138,81923,-160.0,160,0.22173149999999997
