episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,20000,-2000.0,2000,0.81
11,22000,-2000.0,2000,0.791
12,24000,-2000.0,2000,0.772
13,26000,-2000.0,2000,0.753
14,28000,-2000.0,2000,0.734
15,29866,-1866.0,1866,0.716273
16,31866,-2000.0,2000,0.697273
17,33027,-1161.0,1161,0.6862435
18,34993,-1966.0,1966,0.6675665
19,36796,-1803.0,1803,0.6504380000000001
20,38356,-1560.0,1560,0.635618
21,39724,-1368.0,1368,0.622622
22,41385,-1661.0,1661,0.6068425
23,42251,-866.0,866,0.5986155
24,44251,-2000.0,2000,0.5796155000000001
25,45211,-960.0,960,0.5704955
26,46523,-1312.0,1312,0.5580315
27,48041,-1518.0,1518,0.5436105
28,48904,-863.0,863,0.535412
29,50904,-2000.0,2000,0.516412
30,51737,-833.0,833,0.5084985
31,52190,-453.0,453,0.504195
32,54190,-2000.0,2000,0.48519499999999993
33,55410,-1220.0,1220,0.47360499999999994
34,56056,-646.0,646,0.4674680000000001
35,56657,-601.0,601,0.46175849999999996
36,57504,-847.0,847,0.453712
37,58126,-622.0,622,0.44780300000000006
38,59407,-1281.0,1281,0.4356335
39,60551,-1144.0,1144,0.4247655
40,61639,-1088.0,1088,0.4144295
41,62552,-913.0,913,0.4057560000000001
42,62861,-309.0,309,0.4028205
43,63214,-353.0,353,0.399467
44,63541,-327.0,327,0.3963605
45,64086,-545.0,545,0.39118300000000006
46,64949,-863.0,863,0.38298450000000006
47,65377,-428.0,428,0.37891850000000005
48,66121,-744.0,744,0.3718505000000001
49,66530,-409.0,409,0.367965
50,67257,-727.0,727,0.36105850000000006
51,68345,-1088.0,1088,0.35072250000000005
52,68726,-381.0,381,0.34710300000000005
53,69544,-818.0,818,0.3393320000000001
54,70060,-516.0,516,0.33443
55,71314,-1254.0,1254,0.32251700000000005
56,71808,-494.0,494,0.317824
57,72649,-841.0,841,0.3098345
58,73953,-1304.0,1304,0.29744650000000006
59,74832,-879.0,879,0.289096
60,75559,-727.0,727,0.2821895000000001
61,75942,-383.0,383,0.2785510000000001
62,76599,-657.0,657,0.2723095000000001
63,77335,-736.0,736,0.2653175000000001
64,77780,-445.0,445,0.26109000000000004
65,78817,-1037.0,1037,0.25123850000000003
66,79945,-1128.0,1128,0.24052250000000008
67,80364,-419.0,419,0.23654200000000003
68,80931,-567.0,567,0.23115550000000007
69,81174,-243.0,243,0.22884700000000002
70,81438,-264.0,264,0.22633900000000007
71,81768,-330.0,330,0.22320400000000007
72,82194,-426.0,426,0.21915700000000005
73,82439,-245.0,245,0.21682950000000012
74,82685,-246.0,246,0.21449250000000009
75,82944,-259.0,259,0.2120320000000001
76,83195,-251.0,251,0.2096475000000001
77,83405,-210.0,210,0.20765250000000013
78,83667,-262.0,262,0.20516350000000005
79,84008,-341.0,341,0.201924
80,84253,-245.0,245,0.19959650000000007
81,84527,-274.0,274,0.19699350000000004
82,84693,-166.0,166,0.1954165000000001
83,84850,-157.0,157,0.19392500000000001
84,85114,-264.0,264,0.19141700000000006
85,85290,-176.0,176,0.18974500000000005
86,85446,-156.0,156,0.18826300000000007
87,85607,-161.0,161,0.1867335
88,85936,-329.0,329,0.183608
89,86189,-253.0,253,0.1812045
90,86432,-243.0,243,0.17889600000000005
91,86656,-224.0,224,0.17676800000000004
92,86836,-180.0,180,0.17505800000000005
93,86998,-162.0,162,0.1735190000000001
94,87287,-289.0,289,0.17077350000000002
95,87450,-163.0,163,0.16922499999999996
96,87677,-227.0,227,0.16706849999999995
97,87985,-308.0,308,0.16414249999999997
98,88237,-252.0,252,0.16174850000000007
99,88398,-161.0,161,0.160219
100,88588,-190.0,190,0.15841400000000005
101,88745,-157.0,157,0.15692250000000008
102,88922,-177.0,177,0.15524100000000007
103,89412,-490.0,490,0.150586
104,89713,-301.0,301,0.1477265000000001
105,89912,-199.0,199,0.14583599999999997
106,90074,-162.0,162,0.144297
107,90348,-274.0,274,0.1416940000000001
108,90514,-166.0,166,0.14011700000000005
109,90827,-313.0,313,0.13714349999999997
110,91097,-270.0,270,0.13457850000000005
111,91456,-359.0,359,0.13116799999999995
112,91629,-173.0,173,0.12952450000000004
113,91811,-182.0,182,0.12779550000000006
114,91973,-162.0,162,0.1262565
115,92342,-369.0,369,0.12275100000000005
116,92500,-158.0,158,0.12124999999999997
117,92742,-242.0,242,0.11895100000000003
118,92866,-124.0,124,0.11777300000000002
119,93042,-176.0,176,0.11610100000000001
120,93200,-158.0,158,0.11460000000000004
121,93356,-156.0,156,0.11311800000000005
122,93608,-252.0,252,0.11072400000000004
123,93804,-196.0,196,0.10886200000000001
124,93998,-194.0,194,0.10701899999999998
125,94161,-163.0,163,0.10547050000000013
126,94316,-155.0,155,0.10399800000000003
127,94484,-168.0,168,0.10240199999999999
128,94703,-219.0,219,0.10032149999999995
129,94866,-163.0,163,0.09877300000000011
130,95017,-151.0,151,0.0973385000000001
131,95236,-219.0,219,0.09525800000000006
132,95389,-153.0,153,0.09380450000000007
133,95551,-162.0,162,0.09226550000000011
134,95701,-150.0,150,0.09084049999999999
