episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,19199,-1199.0,1199,0.8176095
11,21199,-2000.0,2000,0.7986095
12,23199,-2000.0,2000,0.7796095000000001
13,25199,-2000.0,2000,0.7606095
14,27199,-2000.0,2000,0.7416095
15,29143,-1944.0,1944,0.7231415
16,31143,-2000.0,2000,0.7041415
17,32668,-1525.0,1525,0.689654
18,34668,-2000.0,2000,0.6706540000000001
19,35965,-1297.0,1297,0.6583325
20,37364,-1399.0,1399,0.645042
21,38873,-1509.0,1509,0.6307065000000001
22,40113,-1240.0,1240,0.6189265
23,41334,-1221.0,1221,0.607327
24,42568,-1234.0,1234,0.595604
25,43253,-685.0,685,0.5890964999999999
26,44085,-832.0,832,0.5811925
27,44563,-478.0,478,0.5766515
28,46563,-2000.0,2000,0.5576515
29,48563,-2000.0,2000,0.5386515000000001
30,50563,-2000.0,2000,0.5196514999999999
31,51543,-980.0,980,0.5103415
32,52054,-511.0,511,0.505487
33,53567,-1513.0,1513,0.4911135000000001
34,54787,-1220.0,1220,0.4795235000000001
35,55312,-525.0,525,0.47453600000000007
36,55935,-623.0,623,0.4686175
37,57129,-1194.0,1194,0.45727450000000003
38,57713,-584.0,584,0.45172650000000003
39,58038,-325.0,325,0.448639
40,58565,-527.0,527,0.4436325
41,59312,-747.0,747,0.43653600000000004
42,60080,-768.0,768,0.42924000000000007
43,60711,-631.0,631,0.42324549999999994
44,61533,-822.0,822,0.4154365
45,63533,-2000.0,2000,0.3964365000000001
46,64545,-1012.0,1012,0.38682250000000007
47,65668,-1123.0,1123,0.376154
48,66552,-884.0,884,0.3677560000000001
49,67858,-1306.0,1306,0.355349
50,68857,-999.0,999,0.34585850000000007
51,69427,-570.0,570,0.3404435
52,70051,-624.0,624,0.3345155000000001
53,70442,-391.0,391,0.330801
54,70935,-493.0,493,0.32611749999999995
55,71571,-636.0,636,0.32007550000000007
56,72174,-603.0,603,0.31434699999999993
57,72686,-512.0,512,0.30948300000000006
58,73083,-397.0,397,0.3057115
59,73598,-515.0,515,0.30081900000000006
60,73881,-283.0,283,0.2981305000000001
61,74184,-303.0,303,0.29525199999999996
62,74472,-288.0,288,0.292516
63,74738,-266.0,266,0.28998899999999994
64,75124,-386.0,386,0.28632199999999997
65,75347,-223.0,223,0.28420350000000005
66,75699,-352.0,352,0.28085950000000004
67,75920,-221.0,221,0.27876
68,76121,-201.0,201,0.2768505
69,76305,-184.0,184,0.2751025
70,76519,-214.0,214,0.27306949999999997
71,76768,-249.0,249,0.27070400000000006
72,76956,-188.0,188,0.268918
73,77324,-368.0,368,0.26542200000000005
74,77518,-194.0,194,0.263579
75,77783,-265.0,265,0.26106150000000006
76,78068,-285.0,285,0.258354
77,78352,-284.0,284,0.255656
78,78517,-165.0,165,0.25408850000000005
79,78679,-162.0,162,0.2525495000000001
80,78867,-188.0,188,0.25076350000000003
81,79120,-253.0,253,0.24836000000000003
82,79394,-274.0,274,0.245757
83,79628,-234.0,234,0.24353400000000003
84,79872,-244.0,244,0.2412160000000001
85,80081,-209.0,209,0.2392305
86,80308,-227.0,227,0.237074
87,80540,-232.0,232,0.23487000000000002
88,80701,-161.0,161,0.23334050000000006
89,80902,-201.0,201,0.23143100000000005
90,81066,-164.0,164,0.229873
91,81231,-165.0,165,0.22830550000000005
92,81394,-163.0,163,0.226757
93,81594,-200.0,200,0.22485700000000008
94,81747,-153.0,153,0.22340349999999998
95,81905,-158.0,158,0.2219025000000001
96,82076,-171.0,171,0.22027799999999997
97,82275,-199.0,199,0.21838750000000007
98,82382,-107.0,107,0.2173710000000001
99,82540,-158.0,158,0.21587
100,82709,-169.0,169,0.21426450000000008
101,83006,-297.0,297,0.21144300000000005
102,83200,-194.0,194,0.20960000000000012
103,83356,-156.0,156,0.20811800000000003
104,83518,-162.0,162,0.20657899999999996
105,83700,-182.0,182,0.2048500000000001
106,83947,-247.0,247,0.20250349999999995
107,84127,-180.0,180,0.20079350000000007
108,84282,-155.0,155,0.19932099999999997
109,84473,-191.0,191,0.19750650000000003
110,84649,-176.0,176,0.19583450000000002
111,84805,-156.0,156,0.19435250000000004
112,85007,-202.0,202,0.19243350000000004
113,85222,-215.0,215,0.1903910000000001
114,85420,-198.0,198,0.18851000000000007
115,85570,-150.0,150,0.18708500000000006
116,85789,-219.0,219,0.18500450000000002
117,85950,-161.0,161,0.18347499999999994
118,86131,-181.0,181,0.18175550000000007
119,86300,-169.0,169,0.18015000000000003
120,86497,-197.0,197,0.1782785
121,86706,-209.0,209,0.17629300000000003
122,86974,-268.0,268,0.1737470000000001
123,87135,-161.0,161,0.17221750000000002
124,87349,-214.0,214,0.17018450000000007
125,87601,-252.0,252,0.16779050000000006
126,87851,-250.0,250,0.16541550000000005
127,88002,-151.0,151,0.16398100000000004
128,88241,-239.0,239,0.16171049999999998
129,88427,-186.0,186,0.15994350000000002
130,88732,-305.0,305,0.15704600000000002
131,88890,-158.0,158,0.15554500000000004
132,89228,-338.0,338,0.15233400000000008
133,89382,-154.0,154,0.1508710000000001
134,89541,-159.0,159,0.1493605
