episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,20000,-2000.0,2000,0.81
11,22000,-2000.0,2000,0.791
12,24000,-2000.0,2000,0.772
13,26000,-2000.0,2000,0.753
14,28000,-2000.0,2000,0.734
15,30000,-2000.0,2000,0.7150000000000001
16,32000,-2000.0,2000,0.696
17,34000,-2000.0,2000,0.677
18,36000,-2000.0,2000,0.658
19,38000,-2000.0,2000,0.639
20,40000,-2000.0,2000,0.62
21,42000,-2000.0,2000,0.601
22,44000,-2000.0,2000,0.5820000000000001
23,46000,-2000.0,2000,0.563
24,47114,-1114.0,1114,0.5524169999999999
25,49114,-2000.0,2000,0.533417
26,50770,-1656.0,1656,0.517685
27,52178,-1408.0,1408,0.504309
28,52748,-570.0,570,0.49889400000000006
29,53548,-800.0,800,0.4912940000000001
30,55492,-1944.0,1944,0.4728260000000001
31,56222,-730.0,730,0.46589099999999994
32,56722,-500.0,500,0.461141
33,58484,-1762.0,1762,0.44440199999999996
34,59486,-1002.0,1002,0.434883
35,60265,-779.0,779,0.4274825
36,61624,-1359.0,1359,0.41457200000000005
37,62902,-1278.0,1278,0.402431
38,64621,-1719.0,1719,0.38610050000000007
39,65789,-1168.0,1168,0.3750045000000001
40,66575,-786.0,786,0.3675375000000001
41,67458,-883.0,883,0.35914900000000005
42,68377,-919.0,919,0.3504185000000001
43,68869,-492.0,492,0.3457445
44,69404,-535.0,535,0.340662
45,69898,-494.0,494,0.33596899999999996
46,70423,-525.0,525,0.33098150000000004
47,70993,-570.0,570,0.3255665000000001
48,71652,-659.0,659,0.319306
49,72012,-360.0,360,0.315886
50,72458,-446.0,446,0.31164900000000006
51,72974,-516.0,516,0.306747
52,73364,-390.0,390,0.30304200000000003
53,73828,-464.0,464,0.29863399999999996
54,74230,-402.0,402,0.29481500000000005
55,74633,-403.0,403,0.29098650000000004
56,74957,-324.0,324,0.2879085000000001
57,75171,-214.0,214,0.28587550000000006
58,75433,-262.0,262,0.2833865000000001
59,75618,-185.0,185,0.281629
60,75954,-336.0,336,0.27843700000000005
61,76243,-289.0,289,0.2756915
62,76550,-307.0,307,0.2727750000000001
63,76935,-385.0,385,0.2691175
64,77177,-242.0,242,0.26681850000000007
65,77488,-311.0,311,0.263864
66,77822,-334.0,334,0.260691
67,78144,-322.0,322,0.25763199999999997
68,78486,-342.0,342,0.254383
69,78914,-428.0,428,0.2503170000000001
70,79228,-314.0,314,0.24733400000000005
71,79481,-253.0,253,0.24493050000000005
72,79728,-247.0,247,0.24258400000000002
73,80063,-335.0,335,0.23940150000000004
74,80512,-449.0,449,0.23513600000000012
75,80953,-441.0,441,0.23094650000000005
76,81280,-327.0,327,0.22784000000000004
77,81614,-334.0,334,0.22466700000000006
78,82103,-489.0,489,0.22002149999999998
79,82442,-339.0,339,0.21680100000000002
80,82695,-253.0,253,0.21439750000000002
81,82927,-232.0,232,0.21219350000000003
82,83247,-320.0,320,0.2091535
83,83727,-480.0,480,0.2045935000000001
84,84041,-314.0,314,0.20161050000000003
85,84375,-334.0,334,0.19843750000000004
86,84863,-488.0,488,0.19380150000000007
87,85942,-1079.0,1079,0.18355100000000002
88,86614,-672.0,672,0.17716699999999996
89,87682,-1068.0,1068,0.16702099999999998
90,88057,-375.0,375,0.16345850000000006
91,88458,-401.0,401,0.15964900000000004
92,88795,-337.0,337,0.15644750000000007
93,89279,-484.0,484,0.15184950000000008
94,89510,-231.0,231,0.14965499999999998
95,89834,-324.0,324,0.14657700000000007
96,90932,-1098.0,1098,0.136146
97,91288,-356.0,356,0.132764
98,91458,-170.0,170,0.13114900000000007
99,92774,-1316.0,1316,0.11864700000000006
100,93318,-544.0,544,0.113479
101,93783,-465.0,465,0.10906150000000003
102,94264,-481.0,481,0.10449200000000003
103,94725,-461.0,461,0.10011250000000005
104,95506,-781.0,781,0.09269300000000003
105,95784,-278.0,278,0.09005200000000002
106,96112,-328.0,328,0.08693600000000001
107,96348,-236.0,236,0.08469400000000005
108,96595,-247.0,247,0.08234750000000002
109,96893,-298.0,298,0.0795165000000001
110,97074,-181.0,181,0.077797
111,97336,-262.0,262,0.07530800000000004
112,97578,-242.0,242,0.0730090000000001
113,97961,-383.0,383,0.06937050000000011
114,98218,-257.0,257,0.06692900000000002
115,98384,-166.0,166,0.06535199999999997
116,98624,-240.0,240,0.06307200000000002
117,98864,-240.0,240,0.06079200000000007
118,99192,-328.0,328,0.05767600000000006
119,99357,-165.0,165,0.05610850000000012
120,99513,-156.0,156,0.05462650000000013
121,99748,-235.0,235,0.05239400000000005
122,99911,-163.0,163,0.05084549999999999
123,100202,-291.0,291,0.050000000000000044
124,100537,-335.0,335,0.050000000000000044
125,100973,-436.0,436,0.050000000000000044
126,101245,-272.0,272,0.050000000000000044
127,101651,-406.0,406,0.050000000000000044
128,102044,-393.0,393,0.050000000000000044
129,102214,-170.0,170,0.050000000000000044
130,102375,-161.0,161,0.050000000000000044
131,102460,-85.0,85,0.050000000000000044
132,102686,-226.0,226,0.050000000000000044
133,102839,-153.0,153,0.050000000000000044
134,103011,-172.0,172,0.050000000000000044
