episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,19110,-1110.0,1110,0.818455
11,20706,-1596.0,1596,0.803293
12,22608,-1902.0,1902,0.785224
13,23608,-1000.0,1000,0.775724
14,24873,-1265.0,1265,0.7637065000000001
15,25893,-1020.0,1020,0.7540165
16,26954,-1061.0,1061,0.7439370000000001
17,27568,-614.0,614,0.7381040000000001
18,28544,-976.0,976,0.7288319999999999
19,29115,-571.0,571,0.7234075
20,29827,-712.0,712,0.7166435
21,30389,-562.0,562,0.7113045
22,30744,-355.0,355,0.707932
23,31052,-308.0,308,0.705006
24,31426,-374.0,374,0.7014530000000001
25,31933,-507.0,507,0.6966365
26,32423,-490.0,490,0.6919815
27,33113,-690.0,690,0.6854265
28,33451,-338.0,338,0.6822155000000001
29,34190,-739.0,739,0.675195
30,34594,-404.0,404,0.671357
31,35008,-414.0,414,0.667424
32,35666,-658.0,658,0.661173
33,36189,-523.0,523,0.6562045000000001
34,36808,-619.0,619,0.650324
35,37148,-340.0,340,0.6470940000000001
36,37620,-472.0,472,0.64261
37,38141,-521.0,521,0.6376605
38,38487,-346.0,346,0.6343735
39,38900,-413.0,413,0.63045
40,39334,-434.0,434,0.6263270000000001
41,39789,-455.0,455,0.6220045000000001
42,40192,-403.0,403,0.6181760000000001
43,40839,-647.0,647,0.6120295
44,41240,-401.0,401,0.60822
45,41620,-380.0,380,0.60461
46,42085,-465.0,465,0.6001925
47,42446,-361.0,361,0.5967629999999999
48,43127,-681.0,681,0.5902935
49,43660,-533.0,533,0.58523
50,43912,-252.0,252,0.582836
51,44508,-596.0,596,0.5771740000000001
52,44897,-389.0,389,0.5734785
53,45282,-385.0,385,0.569821
54,45810,-528.0,528,0.564805
55,46178,-368.0,368,0.5613090000000001
56,46722,-544.0,544,0.556141
57,47284,-562.0,562,0.550802
58,47872,-588.0,588,0.545216
59,48299,-427.0,427,0.5411595
60,49004,-705.0,705,0.534462
61,49364,-360.0,360,0.531042
62,49794,-430.0,430,0.526957
63,50316,-522.0,522,0.521998
64,50620,-304.0,304,0.51911
65,51174,-554.0,554,0.513847
66,51515,-341.0,341,0.5106075000000001
67,51961,-446.0,446,0.5063705000000001
68,52347,-386.0,386,0.5027035
69,52635,-288.0,288,0.4999675
70,52935,-300.0,300,0.4971175
71,53280,-345.0,345,0.49383999999999995
72,53715,-435.0,435,0.48970749999999996
73,54075,-360.0,360,0.4862875000000001
74,54348,-273.0,273,0.48369400000000007
75,54626,-278.0,278,0.48105300000000006
76,54987,-361.0,361,0.4776235000000001
77,55335,-348.0,348,0.47431750000000006
78,55853,-518.0,518,0.4693965000000001
79,56561,-708.0,708,0.4626705000000001
80,56869,-308.0,308,0.4597445
81,57275,-406.0,406,0.4558875
82,57607,-332.0,332,0.4527335
83,59573,-1966.0,1966,0.43405650000000007
84,61573,-2000.0,2000,0.41505650000000005
85,63573,-2000.0,2000,0.39605650000000003
86,65573,-2000.0,2000,0.3770565
87,67573,-2000.0,2000,0.3580565
88,69573,-2000.0,2000,0.3390565000000001
89,71526,-1953.0,1953,0.320503
90,72312,-786.0,786,0.3130360000000001
91,73154,-842.0,842,0.3050370000000001
92,74929,-1775.0,1775,0.2881745
93,75219,-290.0,290,0.28541950000000005
94,75428,-209.0,209,0.2834340000000001
95,75749,-321.0,321,0.28038450000000004
96,76388,-639.0,639,0.27431400000000006
97,76689,-301.0,301,0.27145450000000004
98,76883,-194.0,194,0.2696115
99,77184,-301.0,301,0.2667520000000001
100,77419,-235.0,235,0.2645195
101,77588,-169.0,169,0.262914
102,77950,-362.0,362,0.259475
103,78213,-263.0,263,0.25697650000000005
104,78468,-255.0,255,0.25455399999999995
105,78710,-242.0,242,0.252255
106,78909,-199.0,199,0.2503645000000001
107,79240,-331.0,331,0.24722
108,79621,-381.0,381,0.2436005000000001
109,79836,-215.0,215,0.24155800000000005
110,79991,-155.0,155,0.24008550000000006
111,80142,-151.0,151,0.23865100000000006
112,80311,-169.0,169,0.23704550000000002
113,80528,-217.0,217,0.23498400000000008
114,80691,-163.0,163,0.23343550000000002
115,80911,-220.0,220,0.2313455000000001
116,81082,-171.0,171,0.22972100000000006
117,81237,-155.0,155,0.22824849999999997
118,81452,-215.0,215,0.22620600000000002
119,81647,-195.0,195,0.22435349999999998
120,81809,-162.0,162,0.22281450000000003
121,82070,-261.0,261,0.22033500000000006
122,82229,-159.0,159,0.2188245000000001
123,82395,-166.0,166,0.21724750000000004
124,82595,-200.0,200,0.21534750000000003
125,82758,-163.0,163,0.21379900000000007
126,82922,-164.0,164,0.21224100000000012
127,83132,-210.0,210,0.21024600000000004
128,83292,-160.0,160,0.20872600000000008
129,83457,-165.0,165,0.20715850000000002
130,83613,-156.0,156,0.20567650000000004
131,83777,-164.0,164,0.20411849999999998
132,83949,-172.0,172,0.20248450000000007
133,84211,-262.0,262,0.1999955
134,84408,-197.0,197,0.19812399999999997
135,84506,-98.0,98,0.19719299999999995
136,84763,-257.0,257,0.19475150000000008
137,84949,-186.0,186,0.19298450000000011
138,85112,-163.0,163,0.19143600000000005
