episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,17589,-1589.0,1589,0.8329045
10,19589,-2000.0,2000,0.8139045
11,21589,-2000.0,2000,0.7949045
12,23589,-2000.0,2000,0.7759045
13,25129,-1540.0,1540,0.7612745
14,26518,-1389.0,1389,0.7480789999999999
15,28338,-1820.0,1820,0.7307889999999999
16,29417,-1079.0,1079,0.7205385
17,30352,-935.0,935,0.7116560000000001
18,31262,-910.0,910,0.703011
19,32529,-1267.0,1267,0.6909745
20,33509,-980.0,980,0.6816645
21,34100,-591.0,591,0.67605
22,34936,-836.0,836,0.668108
23,36132,-1196.0,1196,0.656746
24,36710,-578.0,578,0.651255
25,38124,-1414.0,1414,0.637822
26,40124,-2000.0,2000,0.618822
27,40619,-495.0,495,0.6141195
28,41635,-1016.0,1016,0.6044675
29,43333,-1698.0,1698,0.5883365
30,45333,-2000.0,2000,0.5693365
31,47333,-2000.0,2000,0.5503365
32,48363,-1030.0,1030,0.5405515000000001
33,49142,-779.0,779,0.5331509999999999
34,51142,-2000.0,2000,0.514151
35,53142,-2000.0,2000,0.495151
36,55142,-2000.0,2000,0.476151
37,55500,-358.0,358,0.47275
38,57500,-2000.0,2000,0.4537500000000001
39,58360,-860.0,860,0.44558
40,60360,-2000.0,2000,0.42657999999999996
41,60843,-483.0,483,0.42199149999999996
42,61336,-493.0,493,0.417308
43,61743,-407.0,407,0.4134415
44,62132,-389.0,389,0.40974600000000005
45,62294,-162.0,162,0.408207
46,62699,-405.0,405,0.4043595
47,63155,-456.0,456,0.4000275000000001
48,63398,-243.0,243,0.39771900000000004
49,63660,-262.0,262,0.39522999999999997
50,64070,-410.0,410,0.391335
51,64385,-315.0,315,0.38834250000000003
52,64719,-334.0,334,0.38516949999999994
53,65280,-561.0,561,0.37983999999999996
54,65595,-315.0,315,0.3768475
55,66114,-519.0,519,0.37191700000000005
56,66833,-719.0,719,0.3650865000000001
57,67139,-306.0,306,0.3621795
58,67435,-296.0,296,0.35936750000000006
59,68198,-763.0,763,0.35211899999999996
60,68735,-537.0,537,0.3470175
61,69107,-372.0,372,0.34348350000000005
62,69896,-789.0,789,0.33598799999999995
63,70657,-761.0,761,0.32875849999999995
64,70959,-302.0,302,0.32588949999999994
65,72055,-1096.0,1096,0.31547749999999997
66,72602,-547.0,547,0.31028100000000003
67,74602,-2000.0,2000,0.291281
68,75712,-1110.0,1110,0.280736
69,76180,-468.0,468,0.27629000000000004
70,76582,-402.0,402,0.27247100000000013
71,76986,-404.0,404,0.268633
72,77238,-252.0,252,0.2662390000000001
73,77575,-337.0,337,0.26303750000000004
74,77897,-322.0,322,0.2599785
75,78161,-264.0,264,0.25747050000000005
76,78419,-258.0,258,0.25501949999999995
77,79040,-621.0,621,0.24912
78,79442,-402.0,402,0.245301
79,79846,-404.0,404,0.2414630000000001
80,80234,-388.0,388,0.23777700000000002
81,80572,-338.0,338,0.23456600000000005
82,81206,-634.0,634,0.22854300000000005
83,81405,-199.0,199,0.22665250000000003
84,81701,-296.0,296,0.2238405
85,81925,-224.0,224,0.22171249999999998
86,82095,-170.0,170,0.22009750000000006
87,82399,-304.0,304,0.21720950000000006
88,82560,-161.0,161,0.21567999999999998
89,82727,-167.0,167,0.21409350000000005
90,82935,-208.0,208,0.21211749999999996
91,83156,-221.0,221,0.21001800000000004
92,83328,-172.0,172,0.208384
93,83683,-355.0,355,0.20501150000000012
94,84049,-366.0,366,0.20153450000000006
95,84338,-289.0,289,0.198789
96,84728,-390.0,390,0.19508400000000004
97,84896,-168.0,168,0.193488
98,85087,-191.0,191,0.19167350000000005
99,85717,-630.0,630,0.18568850000000003
100,85884,-167.0,167,0.184102
101,86153,-269.0,269,0.18154650000000006
102,86327,-174.0,174,0.17989350000000004
103,86503,-176.0,176,0.17822150000000003
104,86814,-311.0,311,0.17526700000000006
105,87078,-264.0,264,0.172759
106,87345,-267.0,267,0.17022250000000005
107,87722,-377.0,377,0.16664100000000004
108,88016,-294.0,294,0.163848
109,88185,-169.0,169,0.16224250000000007
110,88355,-170.0,170,0.16062750000000015
111,89182,-827.0,827,0.1527710000000001
112,89348,-166.0,166,0.15119399999999994
113,89537,-189.0,189,0.1493985
114,89710,-173.0,173,0.14775500000000008
115,89889,-179.0,179,0.1460545000000001
116,90065,-176.0,176,0.14438250000000008
117,90240,-175.0,175,0.14272000000000007
118,90406,-166.0,166,0.14114300000000002
119,90572,-166.0,166,0.13956600000000008
120,90750,-178.0,178,0.13787500000000008
121,91104,-354.0,354,0.13451200000000008
122,91197,-93.0,93,0.13362850000000004
123,91365,-168.0,168,0.1320325000000001
124,91549,-184.0,184,0.13028450000000003
125,91719,-170.0,170,0.1286695000000001
126,92163,-444.0,444,0.12445150000000005
127,92410,-247.0,247,0.12210500000000002
128,92570,-160.0,160,0.12058500000000005
129,92738,-168.0,168,0.11898900000000001
130,92908,-170.0,170,0.11737399999999998
131,93154,-246.0,246,0.11503700000000006
132,93338,-184.0,184,0.11328900000000008
133,93498,-160.0,160,0.11176900000000001
134,93592,-94.0,94,0.11087600000000009
135,93768,-176.0,176,0.10920400000000008
