episode,mean,ci_lower,ci_upper,std
0,-2000.0,-2000.0,-2000.0,0.0
1,-2000.0,-2000.0,-2000.0,0.0
2,-2000.0,-2000.0,-2000.0,0.0
3,-2000.0,-2000.0,-2000.0,0.0
4,-2000.0,-2000.0,-2000.0,0.0
5,-1994.6666666666667,-2004.7655461057889,-1984.5677872275446,19.95550606279435
6,-1946.2,-2048.0724463421457,-1844.3275536578544,201.30116740843806
7,-1964.5333333333333,-2010.5850817510202,-1918.4815849156464,90.99880341093622
8,-1838.8666666666666,-2020.3529173607415,-1657.3804159725917,358.61899311417153
9,-1801.7333333333333,-1964.2703207887475,-1639.1963458779192,321.17502324364443
10,-1879.3333333333333,-2034.4444819509663,-1724.2221847157002,306.5014772485698
11,-1519.8666666666666,-1791.082944378535,-1248.650388954798,535.9265953053231
12,-1411.9333333333334,-1656.583312447199,-1167.2833542194678,483.43127283571096
13,-1576.2,-1795.9386955073887,-1356.4613044926114,434.2062797027852
14,-1479.4,-1781.9388967268692,-1176.861103273131,597.8204635730251
15,-1414.1333333333334,-1655.1421018042784,-1173.1245648623885,476.236197233637
16,-1324.5333333333333,-1642.893750300388,-1006.1729163662785,629.083976022986
17,-1408.4,-1708.781028305791,-1108.018971694209,593.5564898698915
18,-1301.4666666666667,-1592.8418992873724,-1010.091434045961,575.7609303251558
19,-1104.4,-1436.0562378324214,-772.7437621675788,655.3566764238642
20,-1203.6,-1514.6708090091386,-892.5291909908613,614.6796238692153
21,-1119.7333333333333,-1441.857991571195,-797.6086750954717,636.5221616112216
22,-1246.8,-1562.1359041969902,-931.4640958030097,623.1075027633675
23,-1180.2666666666667,-1476.7357403867004,-883.7975929466329,585.826421011852
24,-1071.7333333333333,-1418.0800409294025,-725.3866257372642,684.3852196598704
25,-1059.0666666666666,-1409.9685620055416,-708.1647713277916,693.3863248980005
26,-1048.9333333333334,-1397.884212392221,-699.9824542744459,689.5310934895459
27,-960.4,-1249.9556705126743,-670.8443294873257,572.1654539262805
28,-953.4,-1268.2377907527057,-638.5622092472944,622.1232246642675
29,-986.7333333333333,-1298.145060621917,-675.3216060447496,615.3532824501892
30,-912.3333333333334,-1231.2117626468907,-593.4549040197759,630.1075745898914
31,-912.1333333333333,-1202.1339728879793,-622.1326937786873,573.0447180533898
32,-899.5333333333333,-1201.7171622849855,-597.3495043816811,597.1188454198674
33,-822.5333333333333,-1080.4239115247078,-564.6427551419588,509.59485432601804
34,-687.1333333333333,-907.613489819866,-466.65317684680065,435.6714154293603
35,-789.6666666666666,-1035.3341551477283,-543.9991781856049,485.4418834651809
36,-738.2,-991.2399186201437,-485.1600813798564,500.0098932354573
37,-595.9333333333333,-746.2598069195226,-445.60685974714403,297.04690239459194
38,-575.2,-706.3876674529025,-444.01233254709757,259.22839350657557
39,-618.3333333333334,-763.7486810871738,-472.9179855794929,287.34245925182876
40,-700.6,-939.957638128573,-461.2423618714271,472.9735440099513
41,-821.1333333333333,-1148.6239831579478,-493.64268350871896,647.125424902743
42,-614.0666666666667,-826.6351475234206,-401.4981858099128,420.0378501463357
43,-635.4,-853.8028976218035,-416.9971023781965,431.56672716973907
44,-580.9333333333333,-783.3497466675327,-378.51691999913385,399.97724379713844
45,-590.8,-817.0359059255527,-364.5640940744472,447.0448448794968
46,-565.7333333333333,-784.5060532566297,-346.96061341003707,432.29750044256434
47,-556.0666666666667,-779.6125859931575,-332.52074734017594,441.7293993184315
48,-590.7333333333333,-801.5555242451518,-379.9111424215149,416.58716041450697
49,-469.6,-621.018797543766,-318.181202456234,299.20534754579506
50,-532.8,-779.8587891300367,-285.74121086996314,488.19111011979726
51,-613.3333333333334,-877.0756194413473,-349.5910472253194,521.1578988709234
52,-579.1333333333333,-843.2280818492007,-315.0385848174659,521.854368787138
53,-587.5333333333333,-879.1129399695035,-295.9537266971631,576.1647758140799
54,-565.4,-790.4224775830183,-340.3775224169816,444.647096021103
55,-608.3333333333334,-827.4988990525791,-389.16776761408767,433.07376841467646
56,-533.5333333333333,-754.9941654898053,-312.07250117686135,437.60924223431215
57,-432.8,-554.9679807740147,-310.6320192259854,241.40538519262574
58,-490.53333333333336,-622.7785699772012,-358.2880966894656,261.31816282497897
59,-510.8,-659.3739413646358,-362.2260586353642,293.58387784981204
60,-390.4,-472.3947232817115,-308.40527671828846,162.022549870895
61,-548.2666666666667,-777.771682047288,-318.7616512860453,453.50464410215494
62,-482.06666666666666,-693.0975378184521,-271.0357955148812,416.9995150543409
63,-594.0666666666667,-874.2184662412176,-313.9148670921159,553.5832929399354
64,-502.93333333333334,-757.5511702566838,-248.31549640998284,503.1278785977002
65,-437.8666666666667,-552.935841509422,-322.7974918239114,227.37806011623508
66,-453.06666666666666,-620.1420216933842,-285.9913116399491,330.14289162253505
67,-416.8666666666667,-560.0535904081457,-273.6797429251876,282.9390668599081
68,-460.0,-674.8599484646271,-245.1400515353729,424.56581743392076
69,-509.2,-806.5818435333417,-211.8181564666583,587.630065035251
70,-305.46666666666664,-347.6025101136963,-263.33082321963695,83.26092854528
71,-479.8,-693.8073649640228,-265.7926350359773,422.8811022813228
72,-400.1333333333333,-539.8965728743249,-260.3700937923418,276.1738260991114
73,-477.46666666666664,-692.2554718660824,-262.67786146725086,424.4252374944523
74,-327.06666666666666,-397.29327591584683,-256.8400574174865,138.76861636871965
75,-419.06666666666666,-638.6783838029022,-199.45494953043115,433.9553689289052
76,-307.53333333333336,-390.4050273715897,-224.661639295077,163.75545453171597
77,-337.6,-421.5357753883554,-253.66422461164467,165.85809195413609
78,-414.73333333333335,-633.56325162802,-195.90341503864664,432.4105251057405
79,-366.06666666666666,-590.4783237524125,-141.65500958092088,443.44010744280774
80,-436.4,-661.290414804485,-211.509585195515,444.3861383976777
81,-428.8,-650.551473820381,-207.048526179619,438.18355362412535
82,-472.46666666666664,-708.6289359381085,-236.30439739522475,466.65945708716634
83,-449.53333333333336,-670.5956824625963,-228.4709842040704,436.8218350260843
84,-410.8666666666667,-589.0678207765761,-232.66551255675722,352.1276031339902
85,-403.73333333333335,-625.4153672296661,-182.05129943700064,438.04633950708404
86,-304.6666666666667,-475.9910146403058,-133.34231869302755,338.5389522968106
87,-410.73333333333335,-656.7633974609457,-164.703269205721,486.1583372615232
88,-314.1333333333333,-386.4903151134347,-241.77635155323193,142.97825786539093
89,-319.1333333333333,-410.2775935603269,-227.98907310633973,180.1021438579292
90,-331.06666666666666,-448.8348837390789,-213.2984495942544,232.71139971122076
91,-296.0,-347.6330122821953,-244.36698771780468,102.0274472874824
92,-245.26666666666668,-297.8529684188376,-192.68036491449578,103.91115863509987
93,-210.73333333333332,-239.10844567522219,-182.35822099144445,56.06955997290825
94,-274.06666666666666,-331.8096450716769,-216.3236882616564,114.10081312398943
95,-364.4,-588.3798798519387,-140.4201201480613,442.5869104857636
96,-236.73333333333332,-274.31969331158626,-199.14697335508038,74.27109502057687
97,-287.6,-399.4945901295798,-175.7054098704202,221.1050429094732
98,-286.93333333333334,-410.2136413272765,-163.6530253393902,243.60335702850145
99,-261.8,-320.5582299045088,-203.04177009549124,116.10696217999445
100,-335.0,-562.7608833608908,-107.23911663910914,450.05821845623484
101,-363.0,-591.0797053351696,-134.92029466483046,450.6882144750034
102,-412.8,-668.7887195070214,-156.8112804929787,505.83675891206906
103,-337.6,-564.4754763629894,-110.72452363701069,448.3086436820062
104,-348.6,-573.8155747146375,-123.38442528536254,445.0286582532261
105,-311.6,-540.839300064462,-82.36069993553801,452.97958747240114
106,-335.8666666666667,-563.858460822834,-107.87487251049939,450.5145009381558
107,-354.8,-579.9836864254997,-129.6163135745003,444.96564661405796
108,-291.26666666666665,-415.7662159151739,-166.76711741815942,246.01259227030545
109,-263.8666666666667,-346.5320773123219,-181.2012560210114,163.34783609082663
110,-295.0,-437.1165651647344,-152.88343483526555,280.8240255628662
111,-272.1333333333333,-345.07924882246914,-199.1874178441975,144.1419978894269
112,-287.0,-431.9821890792873,-142.01781092071266,286.4865325514157
113,-243.26666666666668,-303.8637377764281,-182.66959555690528,119.74053430461865
114,-257.8666666666667,-331.6047892228025,-184.12854411053087,145.7074084900589
115,-304.53333333333336,-429.2154730571274,-179.8511936095393,246.37339322436767
116,-392.2,-616.4661200532379,-167.93387994676206,443.15252453303253
117,-260.3333333333333,-328.5652763425633,-192.1013903241033,134.82713211944974
118,-282.2,-344.2206274159385,-220.17937258406147,122.55349852207402
119,-258.3333333333333,-318.86816005989476,-197.7985066067719,119.61753866200205
120,-198.26666666666668,-222.069863454151,-174.46346987918236,47.03540037980849
121,-320.93333333333334,-433.66867848970355,-208.19798817696312,222.76638485692183
