episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,14000,-2000.0,2000,0.867
8,16000,-2000.0,2000,0.848
9,18000,-2000.0,2000,0.829
10,18602,-602.0,602,0.823281
11,20160,-1558.0,1558,0.80848
12,21868,-1708.0,1708,0.792254
13,23045,-1177.0,1177,0.7810725000000001
14,24630,-1585.0,1585,0.766015
15,26397,-1767.0,1767,0.7492285000000001
16,26941,-544.0,544,0.7440605
17,27283,-342.0,342,0.7408115
18,28022,-739.0,739,0.733791
19,28908,-886.0,886,0.725374
20,29466,-558.0,558,0.720073
21,30180,-714.0,714,0.71329
22,30735,-555.0,555,0.7080175
23,31772,-1037.0,1037,0.6981660000000001
24,32776,-1004.0,1004,0.688628
25,33568,-792.0,792,0.681104
26,35434,-1866.0,1866,0.6633770000000001
27,36211,-777.0,777,0.6559955
28,36832,-621.0,621,0.650096
29,37310,-478.0,478,0.6455550000000001
30,37959,-649.0,649,0.6393895
31,38440,-481.0,481,0.6348199999999999
32,39516,-1076.0,1076,0.624598
33,40590,-1074.0,1074,0.614395
34,42254,-1664.0,1664,0.598587
35,44079,-1825.0,1825,0.5812495
36,45648,-1569.0,1569,0.566344
37,46175,-527.0,527,0.5613375
38,47097,-922.0,922,0.5525785000000001
39,48286,-1189.0,1189,0.541283
40,49628,-1342.0,1342,0.5285340000000001
41,50519,-891.0,891,0.5200695
42,51488,-969.0,969,0.510864
43,52098,-610.0,610,0.505069
44,54098,-2000.0,2000,0.486069
45,55873,-1775.0,1775,0.4692065000000001
46,56489,-616.0,616,0.4633545
47,56857,-368.0,368,0.45985850000000006
48,57428,-571.0,571,0.454434
49,57799,-371.0,371,0.4509095000000001
50,58074,-275.0,275,0.44829699999999995
51,58646,-572.0,572,0.442863
52,58969,-323.0,323,0.4397945
53,59348,-379.0,379,0.43619399999999997
54,59659,-311.0,311,0.4332395000000001
55,60023,-364.0,364,0.42978150000000004
56,60464,-441.0,441,0.4255920000000001
57,60701,-237.0,237,0.4233405
58,60921,-220.0,220,0.42125049999999997
59,61174,-253.0,253,0.4188470000000001
60,61605,-431.0,431,0.4147525000000001
61,61994,-389.0,389,0.411057
62,62367,-373.0,373,0.4075135000000001
63,62603,-236.0,236,0.4052715
64,62883,-280.0,280,0.4026115
65,63315,-432.0,432,0.3985075
66,63598,-283.0,283,0.39581900000000003
67,63870,-272.0,272,0.393235
68,64162,-292.0,292,0.39046100000000006
69,64435,-273.0,273,0.38786750000000003
70,64648,-213.0,213,0.38584399999999996
71,64928,-280.0,280,0.3831840000000001
72,65228,-300.0,300,0.38033400000000006
73,65496,-268.0,268,0.377788
74,65763,-267.0,267,0.37525149999999996
75,66136,-373.0,373,0.37170800000000004
76,66314,-178.0,178,0.37001700000000004
77,66485,-171.0,171,0.3683925
78,66664,-179.0,179,0.366692
79,66919,-255.0,255,0.3642695
80,67120,-201.0,201,0.36236
81,67325,-205.0,205,0.3604125
82,67482,-157.0,157,0.35892100000000005
83,67810,-328.0,328,0.35580500000000004
84,68019,-209.0,209,0.35381950000000006
85,68296,-277.0,277,0.35118800000000006
86,68541,-245.0,245,0.3488605
87,68875,-334.0,334,0.34568750000000004
88,69206,-331.0,331,0.34254300000000004
89,69494,-288.0,288,0.3398070000000001
90,69710,-216.0,216,0.337755
91,69919,-209.0,209,0.33576950000000005
92,70124,-205.0,205,0.33382200000000006
93,70469,-345.0,345,0.3305445
94,70704,-235.0,235,0.32831200000000005
95,70935,-231.0,231,0.32611749999999995
96,71169,-234.0,234,0.3238945
97,71389,-220.0,220,0.32180450000000005
98,71654,-265.0,265,0.3192870000000001
99,71869,-215.0,215,0.31724449999999993
100,72086,-217.0,217,0.3151830000000001
101,72260,-174.0,174,0.31353
102,72508,-248.0,248,0.31117400000000006
103,72756,-248.0,248,0.30881800000000004
104,72994,-238.0,238,0.30655699999999997
105,73161,-167.0,167,0.30497050000000003
106,73445,-284.0,284,0.30227249999999994
107,73675,-230.0,230,0.30008750000000006
108,73908,-233.0,233,0.2978740000000001
109,74165,-257.0,257,0.2954325
110,74419,-254.0,254,0.2930195
111,74715,-296.0,296,0.29020750000000006
112,74886,-171.0,171,0.28858300000000003
113,75071,-185.0,185,0.28682550000000007
114,75238,-167.0,167,0.285239
115,75426,-188.0,188,0.28345299999999995
116,75667,-241.0,241,0.2811635000000001
117,75826,-159.0,159,0.27965300000000004
118,76015,-189.0,189,0.2778575000000001
119,76262,-247.0,247,0.27551100000000006
120,76431,-169.0,169,0.2739055
121,76622,-191.0,191,0.27209099999999997
122,76863,-241.0,241,0.2698015
123,77031,-168.0,168,0.2682055
124,77334,-303.0,303,0.265327
125,77579,-245.0,245,0.26299950000000005
126,77834,-255.0,255,0.26057700000000006
127,78039,-205.0,205,0.25862949999999996
128,78311,-272.0,272,0.25604550000000004
129,78501,-190.0,190,0.2542405000000001
130,78835,-334.0,334,0.2510675
131,79019,-184.0,184,0.24931950000000014
132,79246,-227.0,227,0.24716300000000002
133,79572,-326.0,326,0.244066
134,79792,-220.0,220,0.24197600000000008
135,79950,-158.0,158,0.240475
136,80091,-141.0,141,0.23913550000000006
137,80258,-167.0,167,0.23754900000000012
138,80537,-279.0,279,0.2348985
