episode,timestep,return,ep_length,epsilon
1,2000,-2000.0,2000,0.981
2,4000,-2000.0,2000,0.962
3,6000,-2000.0,2000,0.9430000000000001
4,8000,-2000.0,2000,0.924
5,10000,-2000.0,2000,0.905
6,12000,-2000.0,2000,0.886
7,13489,-1489.0,1489,0.8718545
8,15489,-2000.0,2000,0.8528545000000001
9,16439,-950.0,950,0.8438295
10,18439,-2000.0,2000,0.8248295
11,20439,-2000.0,2000,0.8058295
12,22439,-2000.0,2000,0.7868295000000001
13,24439,-2000.0,2000,0.7678295
14,26164,-1725.0,1725,0.751442
15,26853,-689.0,689,0.7448965000000001
16,28853,-2000.0,2000,0.7258965
17,29632,-779.0,779,0.718496
18,30195,-563.0,563,0.7131475
19,30629,-434.0,434,0.7090245
20,31192,-563.0,563,0.703676
21,31908,-716.0,716,0.696874
22,32349,-441.0,441,0.6926845
23,32748,-399.0,399,0.688894
24,33326,-578.0,578,0.683403
25,34236,-910.0,910,0.674758
26,35007,-771.0,771,0.6674335
27,36906,-1899.0,1899,0.649393
28,38136,-1230.0,1230,0.637708
29,38987,-851.0,851,0.6296235
30,39599,-612.0,612,0.6238095
31,40178,-579.0,579,0.618309
32,41616,-1438.0,1438,0.6046480000000001
33,42373,-757.0,757,0.5974565000000001
34,43005,-632.0,632,0.5914525
35,43586,-581.0,581,0.585933
36,44134,-548.0,548,0.580727
37,44556,-422.0,422,0.5767180000000001
38,45491,-935.0,935,0.5678355
39,46180,-689.0,689,0.5612900000000001
40,46978,-798.0,798,0.553709
41,48978,-2000.0,2000,0.5347090000000001
42,50461,-1483.0,1483,0.5206205
43,51369,-908.0,908,0.5119945
44,53369,-2000.0,2000,0.4929945
45,53970,-601.0,601,0.4872850000000001
46,55391,-1421.0,1421,0.47378549999999997
47,55760,-369.0,369,0.47028000000000003
48,56537,-777.0,777,0.4628985
49,57367,-830.0,830,0.45501349999999996
50,58352,-985.0,985,0.44565599999999994
51,60352,-2000.0,2000,0.42665600000000004
52,60701,-349.0,349,0.4233405
53,61326,-625.0,625,0.41740299999999997
54,61994,-668.0,668,0.411057
55,62752,-758.0,758,0.4038560000000001
56,63029,-277.0,277,0.4012245
57,63463,-434.0,434,0.3971015
58,63875,-412.0,412,0.3931875
59,64400,-525.0,525,0.3882
60,64674,-274.0,274,0.3855970000000001
61,65122,-448.0,448,0.38134100000000004
62,65561,-439.0,439,0.37717049999999996
63,67561,-2000.0,2000,0.35817049999999995
64,69104,-1543.0,1543,0.34351200000000004
65,69792,-688.0,688,0.33697600000000005
66,70659,-867.0,867,0.32873949999999996
67,71062,-403.0,403,0.32491099999999995
68,71388,-326.0,326,0.32181400000000004
69,72646,-1258.0,1258,0.309863
70,72956,-310.0,310,0.306918
71,73713,-757.0,757,0.2997265000000001
72,74704,-991.0,991,0.290312
73,75004,-300.0,300,0.287462
74,75259,-255.0,255,0.2850395
75,75600,-341.0,341,0.28180000000000005
76,75902,-302.0,302,0.27893100000000004
77,76128,-226.0,226,0.27678400000000003
78,76298,-170.0,170,0.275169
79,76465,-167.0,167,0.27358249999999995
80,76721,-256.0,256,0.27115050000000007
81,77009,-288.0,288,0.2684145
82,77276,-267.0,267,0.26587800000000006
83,77493,-217.0,217,0.2638165
84,77651,-158.0,158,0.26231550000000003
85,77878,-227.0,227,0.26015900000000003
86,78040,-162.0,162,0.25862000000000007
87,78316,-276.0,276,0.25599800000000006
88,78487,-171.0,171,0.25437350000000003
89,78695,-208.0,208,0.25239750000000005
90,78853,-158.0,158,0.2508965000000001
91,79025,-172.0,172,0.24926250000000005
92,79190,-165.0,165,0.247695
93,79483,-293.0,293,0.24491149999999995
94,79652,-169.0,169,0.24330600000000002
95,79819,-167.0,167,0.2417195000000001
96,79995,-176.0,176,0.24004749999999997
97,80218,-223.0,223,0.23792900000000006
98,80393,-175.0,175,0.23626650000000005
99,80597,-204.0,204,0.23432850000000005
100,80758,-161.0,161,0.2327990000000001
101,80999,-241.0,241,0.23050950000000003
102,81196,-197.0,197,0.228638
103,81361,-165.0,165,0.22707049999999995
104,81530,-169.0,169,0.22546500000000003
105,81724,-194.0,194,0.2236220000000001
106,81885,-161.0,161,0.22209250000000003
107,82034,-149.0,149,0.22067700000000012
108,82193,-159.0,159,0.21916650000000004
109,82408,-215.0,215,0.21712399999999998
110,82569,-161.0,161,0.21559450000000002
111,82729,-160.0,160,0.21407450000000006
112,82928,-199.0,199,0.21218400000000004
113,83091,-163.0,163,0.21063549999999998
114,83290,-199.0,199,0.20874500000000007
115,83445,-155.0,155,0.20727249999999997
116,83615,-170.0,170,0.20565750000000005
117,83773,-158.0,158,0.20415650000000007
118,83958,-185.0,185,0.202399
119,84120,-162.0,162,0.20086000000000004
120,84307,-187.0,187,0.19908350000000008
121,84476,-169.0,169,0.19747800000000004
122,84640,-164.0,164,0.19591999999999998
123,84732,-92.0,92,0.19504600000000005
124,84888,-156.0,156,0.19356400000000007
125,85145,-257.0,257,0.19112249999999997
126,85364,-219.0,219,0.18904200000000004
127,85533,-169.0,169,0.1874365
128,85736,-203.0,203,0.185508
129,85925,-189.0,189,0.18371250000000006
130,86090,-165.0,165,0.182145
131,86257,-167.0,167,0.18055850000000007
132,86415,-158.0,158,0.1790575000000001
133,86579,-164.0,164,0.17749950000000003
134,86743,-164.0,164,0.17594149999999997
135,86968,-225.0,225,0.17380400000000007
136,87134,-166.0,166,0.17222700000000002
